Season,DayNum,WTeamID,WScore,WTeamSeed,LTeamID,LScore,LTeamSeed,NumOT,WFGM,WFGA,WFGM3,WFGA3,WFTM,WFTA,WOR,WDR,WAst,WTO,WStl,WBlk,WPF,LFGM,LFGA,LFGM3,LFGA3,LFTM,LFTA,LOR,LDR,LAst,LTO,LStl,LBlk,LPF,Score
2019,138,1199,90,4,1293,62,12,0,36,71,11,27,7,9,15,30,21,12,11,6,16,20,61,7,18,15,21,13,20,7,13,8,2,8,0
2012,136,1293,58,6,1161,41,11,0,20,51,5,17,13,26,10,22,9,8,9,5,8,16,48,3,14,6,9,12,28,7,22,6,1,22,1
2006,137,1314,69,3,1293,65,14,0,22,48,5,18,20,25,12,25,15,17,10,3,12,25,65,7,27,8,12,17,16,5,13,9,2,19,0
2010,136,1293,66,13,1435,65,4,0,25,60,7,15,9,17,15,24,13,11,4,4,21,22,50,4,12,17,29,10,23,15,10,4,4,17,1
2012,138,1266,62,3,1293,53,6,0,21,55,4,15,16,21,5,31,11,12,7,4,11,20,64,4,21,9,10,13,30,7,16,6,4,18,0
2019,136,1293,83,12,1266,64,5,0,30,56,9,18,14,24,8,34,23,12,6,5,14,24,74,8,31,8,12,19,25,6,12,9,5,20,1
2022,136,1293,92,7,1362,87,10,1,31,64,6,21,24,35,10,32,17,11,5,1,21,32,68,9,35,14,22,8,24,10,8,7,6,24,1
2018,137,1452,85,5,1293,68,12,0,32,62,4,11,17,24,14,19,18,8,9,4,23,21,51,7,23,19,23,14,22,12,16,5,6,23,0
2004,137,1228,72,5,1293,53,12,0,27,60,9,24,9,13,16,28,19,8,5,5,17,17,49,8,20,11,17,9,18,8,10,4,2,13,0
2022,138,1389,70,15,1293,60,7,0,22,53,3,13,23,31,10,25,14,9,5,7,22,18,52,8,24,16,25,11,16,13,11,8,7,24,0
2010,138,1139,54,5,1293,52,13,0,18,50,7,20,11,19,7,15,10,6,6,1,14,19,44,9,14,5,12,11,28,12,18,3,3,17,0
