Season,DayNum,WTeamID,WScore,WTeamSeed,LTeamID,LScore,LTeamSeed,NumOT,WFGM,WFGA,WFGM3,WFGA3,WFTM,WFTA,WOR,WDR,WAst,WTO,WStl,WBlk,WPF,LFGM,LFGA,LFGM3,LFGA3,LFTM,LFTA,LOR,LDR,LAst,LTO,LStl,LBlk,LPF,Score
2018,144,1242,80,1,1155,76,5,0,28,60,10,22,14,22,12,26,14,13,4,5,22,28,65,6,20,14,19,14,25,11,12,6,4,18,0
2021,137,1353,60,10,1155,56,7,0,23,58,8,30,6,9,12,24,11,13,6,5,13,21,59,6,19,8,9,8,18,14,10,6,3,13,0
2024,139,1155,72,6,1124,64,3,0,23,47,6,17,20,24,3,26,16,11,4,4,21,21,54,6,24,16,26,8,22,7,10,8,2,16,1
2018,137,1155,79,5,1308,68,12,0,33,59,6,14,7,9,3,28,11,8,6,4,18,24,62,9,25,11,17,8,25,16,11,3,1,13,1
2011,136,1452,84,5,1155,76,12,0,27,55,5,13,25,31,14,23,15,11,6,1,21,25,58,5,21,21,26,13,18,15,9,5,3,24,0
2009,136,1276,62,10,1155,59,7,0,20,51,10,26,12,15,9,24,16,14,5,3,11,21,65,5,22,12,14,21,23,14,11,8,7,19,0
2018,139,1155,84,5,1120,53,4,0,29,61,10,26,16,23,9,41,19,7,4,6,16,17,66,7,32,12,15,7,25,9,6,4,3,19,1
2011,134,1155,70,12,1412,52,12,0,26,50,4,13,14,16,4,25,17,12,10,2,12,18,48,12,24,4,7,7,22,10,19,4,3,10,1
2010,137,1281,86,10,1155,78,7,0,30,58,5,17,21,29,9,21,21,9,15,3,16,28,63,12,24,10,14,18,23,14,20,2,1,22,0
2008,137,1437,75,12,1155,69,5,0,22,44,7,13,24,29,5,31,8,19,6,1,15,23,60,9,33,14,23,12,19,9,14,8,3,24,0
2024,137,1155,77,6,1307,56,11,0,28,63,7,21,14,19,8,30,16,9,7,4,20,19,64,3,23,15,23,15,24,6,13,4,2,16,1
