Season,DayNum,WTeamID,WScore,WTeamSeed,LTeamID,LScore,LTeamSeed,NumOT,WFGM,WFGA,WFGM3,WFGA3,WFTM,WFTA,WOR,WDR,WAst,WTO,WStl,WBlk,WPF,LFGM,LFGA,LFGM3,LFGA3,LFTM,LFTA,LOR,LDR,LAst,LTO,LStl,LBlk,LPF,Score
2003,136,1163,58,5,1140,53,12,0,17,52,4,14,20,27,12,29,8,14,3,8,16,20,64,2,17,11,13,15,26,11,11,8,4,22,1
2006,139,1163,87,1,1246,83,8,0,31,62,4,13,21,30,13,22,16,12,7,1,16,29,62,8,24,17,18,11,23,15,14,7,1,21,1
2023,152,1163,72,4,1274,59,5,0,28,57,9,26,7,13,13,27,19,14,5,5,11,20,62,7,20,12,12,12,17,10,9,8,1,12,1
2003,138,1163,85,5,1390,74,4,0,31,68,6,10,17,21,17,26,12,9,4,1,13,27,62,8,23,12,17,11,22,12,11,2,6,18,1
2016,138,1242,73,1,1163,61,9,0,25,51,6,17,17,22,8,36,14,13,3,7,13,21,62,10,22,9,11,5,19,11,6,7,4,19,0
2011,145,1163,65,3,1112,63,5,0,23,56,5,17,14,18,11,20,10,5,5,6,15,24,61,4,21,11,16,19,23,14,9,3,1,12,1
2008,137,1360,70,13,1163,69,4,1,31,65,4,12,4,7,12,19,13,11,11,4,21,25,58,3,6,16,20,16,25,14,15,5,4,16,0
2024,152,1163,86,1,1104,72,4,0,31,62,10,25,14,18,10,25,20,4,4,8,17,26,58,11,23,9,11,7,21,9,7,2,5,15,1
2006,144,1163,98,1,1449,92,5,1,27,51,10,19,34,47,10,32,15,26,7,5,20,34,80,6,20,18,23,17,21,9,17,19,3,33,1
2004,154,1163,82,2,1210,73,3,0,26,61,5,17,25,39,18,32,10,16,5,2,18,27,71,7,22,12,21,18,25,9,14,10,1,26,1
2006,146,1206,86,11,1163,84,1,1,30,60,9,18,17,25,15,22,13,11,6,2,17,31,66,7,22,15,19,14,20,15,9,6,7,20,0
2011,143,1163,74,3,1361,67,2,0,27,57,8,16,12,16,9,26,13,9,5,3,16,27,64,7,22,6,13,15,22,14,9,4,1,14,1
2005,139,1301,65,10,1163,62,2,0,20,50,10,20,15,17,7,19,13,13,10,4,18,22,52,2,14,16,18,9,22,9,14,3,4,16,0
2004,145,1163,87,2,1104,71,8,0,29,60,10,17,19,29,15,25,17,7,3,7,18,25,60,6,19,15,18,12,21,14,9,2,5,23,1
2024,139,1163,75,1,1321,58,9,0,29,54,3,22,14,20,5,27,20,6,6,9,13,22,59,4,15,10,10,7,20,8,8,5,0,17,1
2023,145,1163,82,4,1211,54,3,0,30,72,11,31,11,14,13,32,21,7,3,5,18,20,60,2,20,12,22,6,30,13,9,2,1,12,1
2023,139,1163,70,4,1388,55,5,0,27,50,10,22,6,7,3,27,15,13,2,5,16,19,49,4,14,13,19,3,19,9,8,6,1,13,1
2023,137,1163,87,4,1233,63,13,0,32,66,11,25,12,14,14,29,24,8,4,5,15,22,57,7,16,12,16,5,20,9,6,7,3,13,1
2021,138,1268,63,10,1163,54,7,0,22,43,9,18,10,14,3,24,13,10,4,4,14,21,65,7,23,5,12,21,18,10,10,6,5,17,0
2009,152,1277,82,2,1163,73,1,0,31,72,6,19,14,20,18,24,18,11,11,3,25,25,59,2,6,21,33,16,26,8,16,5,7,18,0
2011,154,1163,53,3,1139,41,8,0,19,55,1,11,14,16,17,36,6,11,4,10,15,12,64,9,33,8,14,20,21,5,6,8,2,17,1
2014,146,1163,60,7,1277,54,4,0,17,49,5,22,21,22,7,23,8,8,7,3,12,18,46,11,29,7,8,6,26,13,16,5,3,16,1
2006,137,1163,72,1,1107,59,16,0,27,46,8,16,10,13,7,21,17,16,6,5,9,24,52,4,15,7,8,8,14,12,12,11,1,14,1
2022,136,1308,70,12,1163,63,5,0,23,50,11,17,13,13,7,14,12,7,4,1,16,22,51,7,23,12,13,4,15,15,8,5,4,17,0
2016,136,1163,74,9,1160,67,8,0,23,58,6,17,22,23,11,25,8,10,8,8,26,23,51,2,10,19,30,9,24,8,12,5,3,22,1
2014,154,1163,60,7,1246,54,8,0,22,53,6,19,10,10,8,26,8,10,9,4,17,18,46,5,16,13,24,10,23,11,13,6,5,10,1
2009,143,1163,72,1,1345,60,5,0,25,56,3,8,19,30,14,34,19,13,6,6,12,24,66,6,23,6,11,9,24,12,9,7,2,26,1
2023,154,1163,76,4,1361,59,5,0,23,53,6,17,24,27,10,30,13,13,8,6,15,19,59,6,23,15,20,12,21,7,12,7,2,20,1
2009,145,1163,82,1,1281,75,3,0,27,53,2,12,26,32,11,36,15,17,3,8,13,32,76,5,18,6,12,12,20,21,6,10,1,24,1
2004,136,1163,70,2,1436,53,15,0,26,52,6,14,12,23,11,31,14,13,6,3,8,19,60,11,32,4,6,11,18,10,12,7,1,19,1
2024,154,1163,75,1,1345,60,1,0,30,62,6,22,9,11,13,19,18,6,3,4,18,24,54,1,7,11,15,8,19,8,9,3,3,15,1
2004,138,1163,72,2,1177,55,7,0,26,60,5,16,15,23,13,31,15,5,5,5,15,20,59,5,15,10,13,9,26,12,8,1,0,20,1
2003,144,1400,82,1,1163,78,5,0,24,69,5,18,29,36,21,31,13,10,5,5,21,30,71,4,13,14,25,14,27,13,11,7,8,21,0
2011,136,1163,81,3,1137,52,14,0,32,66,9,24,8,9,13,36,20,6,5,6,13,16,51,7,21,13,15,1,22,6,5,3,1,10,1
2014,138,1163,77,7,1437,65,2,0,23,52,9,20,22,28,7,29,10,11,11,2,17,18,51,11,31,18,24,6,24,10,16,6,2,24,1
2004,143,1163,73,2,1435,53,6,0,27,51,6,17,13,15,11,33,14,18,6,4,10,20,57,8,24,5,8,6,15,11,11,8,0,14,1
2009,136,1163,103,1,1151,47,16,0,37,71,6,24,23,39,17,41,28,10,12,6,11,17,66,5,25,8,10,9,25,11,19,5,2,27,1
2014,136,1163,89,7,1386,81,10,1,30,66,11,24,18,20,12,22,13,9,6,2,21,27,54,7,21,20,27,9,24,12,14,3,2,22,1
2024,137,1163,91,1,1391,52,16,0,37,70,9,24,8,10,14,28,22,8,6,2,19,17,55,3,20,15,20,8,19,6,14,6,4,12,1
2011,138,1163,69,3,1153,58,6,0,19,44,6,16,25,30,9,26,10,9,3,3,13,22,55,4,14,10,14,9,16,12,8,5,2,19,1
2014,152,1163,63,7,1196,53,1,0,24,43,5,12,10,13,5,23,12,13,6,4,16,19,49,1,10,14,20,12,15,3,11,3,1,14,1
2009,138,1163,92,1,1401,66,9,0,33,57,5,10,21,27,12,27,20,9,3,5,16,26,63,3,15,11,17,12,16,17,7,3,3,21,1
2014,144,1163,81,7,1235,76,3,0,26,50,9,19,20,22,5,26,9,9,5,4,15,32,69,6,16,6,15,17,19,14,9,4,3,17,1
2004,152,1163,79,2,1181,78,1,0,26,52,6,11,21,32,13,31,9,18,5,6,20,29,71,6,22,14,23,17,20,11,9,8,3,24,1
2012,136,1235,77,8,1163,64,9,0,26,54,6,16,19,20,12,29,10,11,2,4,15,21,56,7,19,15,22,8,16,8,4,7,5,17,0
2023,143,1163,88,4,1116,65,8,0,31,54,9,20,17,21,8,31,22,15,7,3,19,20,63,5,16,20,27,12,13,7,10,8,2,19,1
2005,137,1163,77,2,1416,71,15,0,29,58,3,6,16,25,14,29,17,13,7,6,13,21,61,11,28,18,21,12,17,16,10,10,6,21,1
2011,152,1163,56,3,1246,55,4,0,23,49,1,12,9,11,6,32,16,15,5,3,13,21,62,9,27,4,12,15,22,12,10,11,3,12,1
