Season,DayNum,WTeamID,WScore,WTeamSeed,LTeamID,LScore,LTeamSeed,NumOT,WFGM,WFGA,WFGM3,WFGA3,WFTM,WFTA,WOR,WDR,WAst,WTO,WStl,WBlk,WPF,LFGM,LFGA,LFGM3,LFGA3,LFTM,LFTA,LOR,LDR,LAst,LTO,LStl,LBlk,LPF,Score
2017,138,1196,65,4,1438,39,5,0,23,50,8,21,11,18,7,29,10,10,6,1,10,16,54,1,15,6,7,9,23,8,11,4,3,17,0
2019,154,1438,85,1,1403,77,3,1,27,59,11,24,20,23,11,28,15,11,4,3,15,27,63,10,30,13,15,9,23,9,8,6,3,18,1
2019,143,1438,53,1,1332,49,12,0,20,56,9,33,4,5,11,23,14,8,4,2,13,17,45,9,25,6,8,6,25,8,11,5,1,14,1
2015,139,1277,60,7,1438,54,2,0,17,40,6,12,20,33,7,25,7,6,4,7,19,17,57,2,17,18,26,18,21,6,5,2,3,18,0
2017,136,1438,76,5,1423,71,12,0,26,52,7,17,17,25,6,27,9,8,5,5,19,25,61,10,26,11,17,14,26,15,9,4,2,20,1
2014,144,1277,61,4,1438,59,1,0,21,47,5,14,14,18,7,25,13,10,5,4,16,20,57,6,18,13,17,14,21,10,6,5,4,16,0
2007,137,1438,84,4,1107,57,13,0,30,56,9,17,15,18,15,26,16,8,3,5,14,22,58,8,26,5,7,12,13,16,9,2,4,19,1
2019,137,1438,71,1,1205,56,16,0,28,54,7,23,8,13,12,23,12,15,10,3,9,22,50,9,23,3,4,5,16,10,16,5,2,16,1
2007,139,1397,77,5,1438,74,4,0,22,54,11,26,22,32,12,27,12,16,7,0,25,18,48,7,26,31,36,6,23,5,12,5,5,26,0
2019,145,1438,80,1,1345,75,3,1,27,65,9,27,17,20,17,22,14,5,6,4,14,27,55,14,32,7,10,8,23,9,9,1,5,17,1
2019,139,1438,63,1,1328,51,9,0,27,56,7,24,2,5,8,28,10,6,6,6,11,19,52,8,22,5,6,6,23,9,7,3,1,10,1
2015,137,1438,79,2,1125,67,15,0,26,57,6,17,21,25,11,24,11,7,5,3,10,27,57,8,25,5,6,6,23,12,12,4,2,22,1
2018,137,1420,74,16,1438,54,1,0,26,48,12,24,10,14,4,29,16,12,2,0,13,23,56,4,22,4,8,5,17,5,7,8,1,16,0
2016,144,1438,84,1,1235,71,4,0,32,57,4,11,16,24,7,26,26,8,8,5,13,27,52,7,18,10,15,2,22,16,12,6,2,19,1
2023,136,1202,68,13,1438,67,4,0,22,56,10,28,14,19,5,22,11,9,4,3,17,24,54,2,12,17,22,8,27,13,8,4,7,13,0
2014,137,1438,70,1,1157,59,16,0,21,40,8,17,20,25,0,28,16,7,4,5,16,21,50,9,19,8,14,5,23,13,8,5,2,19,1
2019,152,1438,63,1,1120,62,5,0,25,51,7,19,6,12,5,26,15,8,1,9,12,21,55,9,31,11,14,9,24,9,5,3,3,12,1
2024,134,1161,67,10,1438,42,10,0,26,47,5,14,10,14,6,37,13,11,1,1,15,14,56,3,17,11,17,5,16,6,3,4,1,15,0
2012,137,1196,71,7,1438,45,10,0,28,53,4,23,11,17,9,30,11,12,6,0,10,18,47,3,18,6,10,2,21,12,13,5,1,15,0
2016,138,1438,77,1,1139,69,9,0,29,52,2,10,17,21,6,26,11,9,3,2,13,25,54,7,15,12,17,4,18,9,4,7,1,17,1
2016,146,1393,68,10,1438,62,1,0,21,57,6,18,20,25,12,24,10,8,11,7,15,22,53,8,21,10,12,8,26,21,13,3,8,16,0
2021,138,1325,62,13,1438,58,4,0,21,50,7,23,13,14,5,30,12,9,1,2,9,21,60,8,31,8,10,5,23,10,3,5,7,13,0
2016,136,1438,81,1,1214,45,16,0,32,58,12,25,5,8,6,31,20,5,4,7,14,17,56,3,19,8,10,9,22,4,7,1,0,11,1
2014,139,1438,78,1,1272,60,8,0,30,54,5,11,13,16,6,34,13,10,3,6,16,24,59,3,13,9,21,8,20,16,6,7,3,14,1
