Season,DayNum,WTeamID,WScore,WTeamSeed,LTeamID,LScore,LTeamSeed,NumOT,WFGM,WFGA,WFGM3,WFGA3,WFTM,WFTA,WOR,WDR,WAst,WTO,WStl,WBlk,WPF,LFGM,LFGA,LFGM3,LFGA3,LFTM,LFTA,LOR,LDR,LAst,LTO,LStl,LBlk,LPF,Score
2022,138,1116,53,4,1308,48,12,0,14,51,3,16,22,25,3,30,10,11,12,1,14,18,53,6,26,6,10,4,32,8,17,4,4,15,1
2007,137,1425,77,5,1116,60,12,0,25,50,4,13,23,25,9,30,10,12,8,5,18,21,57,3,20,15,20,10,16,5,11,5,3,20,0
2017,139,1314,72,1,1116,65,8,0,24,63,5,17,19,25,18,27,15,17,13,4,10,26,60,8,21,5,8,8,24,9,19,10,4,20,0
2021,145,1116,72,3,1331,70,15,0,29,77,1,9,13,15,16,28,13,10,7,3,17,26,61,8,31,10,13,5,27,16,13,3,4,14,1
2008,137,1116,86,9,1231,72,8,0,26,48,8,17,26,33,9,25,14,12,5,4,18,28,64,10,24,6,12,14,16,14,10,8,3,23,1
2022,136,1116,75,4,1436,71,13,0,24,56,7,21,20,25,5,30,12,5,2,3,19,26,58,9,24,10,17,5,26,13,6,1,1,21,1
2023,136,1116,73,8,1228,63,9,0,24,63,3,11,22,29,10,29,4,11,12,4,19,20,52,6,22,17,26,2,27,10,16,10,5,19,1
2022,143,1116,74,4,1211,68,1,0,29,72,7,25,9,14,7,30,13,8,6,6,20,24,64,5,21,15,20,9,33,9,14,5,3,17,1
2022,145,1181,78,2,1116,69,4,0,29,53,4,10,16,18,6,21,8,14,7,5,15,26,62,6,20,11,11,8,17,12,11,6,5,15,0
2008,139,1314,108,1,1116,77,9,0,44,65,8,16,12,17,11,21,28,7,3,5,18,28,59,5,18,16,23,14,13,11,9,5,3,13,0
2023,143,1163,88,4,1116,65,8,0,31,54,9,20,17,21,8,31,22,15,7,3,19,20,63,5,16,20,27,12,13,7,10,8,2,19,0
2021,139,1116,68,3,1403,66,6,0,26,62,4,17,12,17,9,26,10,9,0,1,16,22,61,10,20,12,18,11,22,12,9,3,3,19,1
2023,138,1116,72,8,1242,71,1,0,24,58,3,15,21,26,14,20,8,9,5,3,25,24,50,5,13,18,25,6,21,9,9,5,4,23,1
2017,137,1116,77,8,1371,71,9,0,28,60,3,7,18,23,8,24,13,10,12,7,20,26,68,6,17,13,21,21,25,10,15,6,4,18,1
2021,137,1116,85,3,1159,68,14,0,29,65,5,16,22,29,10,25,11,10,13,4,15,23,58,12,27,10,17,8,28,17,22,5,2,24,1
2015,136,1116,56,5,1459,53,12,0,22,48,3,8,9,16,8,27,13,10,4,3,16,18,57,7,24,10,16,14,23,7,8,5,1,15,1
2015,138,1314,87,4,1116,78,5,0,27,60,4,10,29,37,17,25,14,16,13,3,25,24,65,8,25,22,27,20,19,17,21,9,3,23,0
2006,137,1137,59,9,1116,55,8,0,17,44,11,21,14,18,8,21,10,14,10,2,17,19,47,2,12,15,24,12,20,13,13,4,4,15,0
2018,137,1139,79,10,1116,62,7,0,29,59,11,26,10,12,11,34,15,14,5,0,20,20,56,4,18,18,23,5,20,9,7,6,6,14,0
2021,147,1124,81,1,1116,72,3,0,30,62,8,15,13,17,10,16,17,8,9,5,21,26,54,3,11,17,23,10,21,13,15,5,5,18,0
