Season,DayNum,WTeamID,WScore,WTeamSeed,LTeamID,LScore,LTeamSeed,NumOT,WFGM,WFGA,WFGM3,WFGA3,WFTM,WFTA,WOR,WDR,WAst,WTO,WStl,WBlk,WPF,LFGM,LFGA,LFGM3,LFGA3,LFTM,LFTA,LOR,LDR,LAst,LTO,LStl,LBlk,LPF,Score
2005,154,1314,75,1,1228,70,1,0,27,52,9,16,12,19,8,26,12,10,4,2,13,27,70,12,40,4,6,17,22,18,8,8,1,18,0
2009,136,1443,76,12,1228,72,5,0,27,56,9,19,13,22,9,28,13,15,8,4,12,31,63,5,18,5,7,5,24,14,12,9,3,24,0
2013,139,1274,63,2,1228,59,7,0,22,55,9,25,10,15,13,22,12,6,4,2,10,23,61,7,27,6,7,16,22,7,8,2,3,17,0
2022,137,1228,54,4,1151,53,13,0,19,49,3,17,13,22,9,29,13,14,5,4,16,21,65,4,15,7,14,15,24,6,10,8,0,21,1
2005,145,1228,90,1,1112,89,3,1,32,71,16,35,10,15,14,18,21,13,12,2,18,32,61,7,18,18,21,12,25,21,17,11,8,10,1
2006,136,1228,78,4,1102,69,13,0,29,50,8,22,12,14,7,21,17,11,6,1,17,21,41,13,27,14,18,1,14,15,11,7,1,13,1
2023,136,1116,73,8,1228,63,9,0,24,63,3,11,22,29,10,29,4,11,12,4,19,20,52,6,22,17,26,2,27,10,16,10,5,19,0
2005,143,1228,77,1,1454,63,12,0,28,57,9,20,12,15,8,25,20,9,7,2,20,22,57,7,29,12,18,13,22,12,12,4,3,12,1
2004,144,1181,72,1,1228,62,5,0,28,51,6,18,10,15,5,24,19,13,10,5,14,26,64,4,13,6,11,14,22,17,12,5,2,15,0
2007,137,1439,54,5,1228,52,12,0,15,42,6,14,18,28,4,18,11,9,11,4,12,19,45,6,17,8,15,9,28,12,21,3,1,22,0
2022,139,1222,68,5,1228,53,4,0,25,59,6,22,12,17,15,23,10,8,8,6,16,17,50,6,25,13,16,6,21,11,15,6,2,15,0
2024,136,1228,85,3,1287,69,14,0,32,59,12,26,9,12,9,27,24,9,5,7,9,26,65,11,30,6,8,6,19,14,6,7,0,13,1
2011,137,1228,73,9,1424,62,8,0,28,47,7,13,10,14,5,28,21,15,3,2,17,21,54,7,24,13,19,8,17,10,9,8,0,16,1
2003,138,1323,68,5,1228,60,4,0,25,61,13,24,5,5,5,32,12,11,5,4,13,22,63,5,17,11,16,10,31,12,9,6,3,10,0
2005,152,1228,72,1,1257,57,4,0,27,56,12,30,6,8,10,28,21,7,4,0,12,21,54,6,20,9,12,7,19,10,5,5,4,13,1
2013,137,1228,57,7,1160,49,10,0,16,52,8,31,17,24,11,26,10,12,8,4,12,17,51,5,19,10,13,8,28,7,15,5,5,20,1
2005,138,1228,71,1,1305,59,9,0,26,49,2,12,17,20,6,26,18,16,9,3,18,20,54,3,9,16,25,12,20,10,14,10,1,17,1
2024,138,1228,89,3,1182,63,11,0,35,59,7,21,12,17,10,21,17,7,6,1,12,25,61,5,17,8,10,12,13,14,9,4,1,17,1
2003,136,1228,65,4,1443,60,13,0,24,56,5,14,12,14,15,23,15,14,11,4,14,22,58,8,24,8,13,17,18,10,14,6,5,16,1
2021,139,1260,71,8,1228,58,1,0,26,51,4,10,15,22,6,22,16,10,12,4,16,22,49,4,14,10,13,4,20,14,17,5,2,18,0
2004,139,1228,92,5,1153,68,4,0,35,55,11,19,11,14,2,19,26,4,9,1,14,27,58,7,16,7,11,14,20,14,13,1,5,14,1
2011,139,1242,73,1,1228,59,9,0,27,52,4,12,15,20,7,29,17,12,5,2,11,23,60,6,21,7,9,10,21,16,12,7,2,18,0
2005,136,1228,67,1,1192,55,16,0,23,54,6,21,15,21,8,22,16,8,8,2,13,23,57,4,16,5,11,15,27,11,17,6,3,19,1
2006,138,1449,67,5,1228,64,4,0,17,45,5,15,28,39,8,27,8,11,5,5,17,25,63,5,18,9,11,10,25,15,12,4,0,28,0
2004,137,1228,72,5,1293,53,12,0,27,60,9,24,9,13,16,28,19,8,5,5,17,17,49,8,20,11,17,9,18,8,10,4,2,13,1
2021,137,1228,78,1,1180,49,16,0,36,63,2,7,4,8,5,33,19,5,5,3,11,19,62,7,20,4,4,6,23,10,9,2,3,10,1
