Season,DayNum,WTeamID,WScore,WTeamSeed,LTeamID,LScore,LTeamSeed,NumOT,WFGM,WFGA,WFGM3,WFGA3,WFTM,WFTA,WOR,WDR,WAst,WTO,WStl,WBlk,WPF,LFGM,LFGA,LFGM3,LFGA3,LFTM,LFTA,LOR,LDR,LAst,LTO,LStl,LBlk,LPF,Score
2008,136,1243,80,11,1425,67,6,0,29,60,7,16,15,26,21,23,15,13,7,1,21,21,50,6,12,19,27,9,18,12,11,6,4,24,1
2010,145,1139,63,5,1243,56,2,0,21,46,7,15,14,20,12,29,9,20,7,1,16,22,57,5,15,7,14,11,18,8,13,11,6,19,0
2019,137,1414,70,13,1243,64,4,0,22,50,9,23,17,19,8,25,10,14,9,1,13,22,59,8,27,12,15,13,21,10,13,5,1,18,0
2023,143,1243,98,3,1277,93,7,1,38,68,11,24,11,16,6,21,26,5,10,3,24,31,63,13,25,18,22,9,20,18,13,2,6,16,1
2018,143,1243,61,9,1246,58,5,0,19,54,9,22,14,22,11,18,12,10,11,2,30,16,42,3,12,23,37,11,27,6,15,5,3,21,1
2017,134,1243,95,11,1448,88,11,0,31,47,6,16,27,36,7,22,18,15,6,3,26,25,53,9,27,29,32,7,14,14,11,8,1,25,1
2018,145,1260,78,11,1243,62,9,0,27,47,9,18,15,18,4,32,17,15,2,2,15,23,66,6,26,10,12,11,17,9,6,7,2,19,0
2010,138,1243,84,2,1140,72,7,0,23,56,11,27,27,30,15,24,14,15,7,3,20,21,53,5,16,25,28,9,20,12,13,7,2,24,1
2012,138,1393,75,1,1243,59,8,0,23,45,6,9,23,29,9,23,13,14,6,8,18,21,67,4,17,13,19,25,16,8,14,5,0,20,0
2010,143,1243,101,2,1462,96,6,2,37,78,8,19,19,29,16,24,19,12,5,11,25,31,72,12,28,22,29,19,32,12,16,8,4,28,1
2011,138,1458,70,4,1243,65,5,0,21,50,9,20,19,23,10,20,12,5,4,2,18,22,48,6,12,15,22,10,22,7,8,3,0,22,0
2011,136,1243,73,5,1429,68,12,0,22,54,5,17,24,28,12,21,14,11,2,1,17,23,50,6,18,16,21,8,21,10,12,2,2,25,1
2023,137,1243,77,3,1286,65,14,0,32,55,4,15,9,12,6,19,21,14,9,3,16,25,54,6,21,9,17,5,15,14,15,8,3,13,1
2018,137,1243,69,9,1166,59,8,0,23,50,9,19,14,25,7,28,12,11,6,5,11,23,68,9,34,4,5,17,28,12,13,6,3,21,1
2014,137,1246,56,8,1243,49,9,0,19,50,4,15,14,21,13,27,8,15,4,7,11,19,53,5,21,6,12,9,19,8,10,7,3,20,0
2018,139,1243,50,9,1420,43,16,0,18,44,1,12,13,18,5,30,4,18,13,2,17,14,47,6,22,9,18,6,22,6,17,11,2,17,1
2013,137,1247,63,13,1243,61,4,0,21,49,7,18,14,16,8,22,12,8,4,5,13,24,57,4,13,9,17,15,21,12,9,6,7,14,0
2023,139,1243,75,3,1246,69,6,0,26,54,5,21,18,22,4,19,14,8,11,4,17,26,63,4,20,13,17,17,25,12,16,6,1,17,1
2023,145,1194,79,9,1243,76,3,0,26,54,9,23,18,22,12,29,17,22,4,5,18,27,58,10,22,12,18,3,13,14,12,13,1,21,0
2017,137,1153,75,6,1243,61,11,0,27,43,5,11,16,22,7,24,10,11,4,4,12,21,54,7,18,12,15,9,14,10,7,7,2,19,0
2012,136,1243,70,8,1379,64,9,0,21,42,2,12,26,34,5,26,12,11,4,7,18,22,60,8,23,12,17,13,21,8,10,8,0,25,1
2008,138,1458,72,3,1243,55,11,0,24,46,9,22,15,24,4,22,10,10,3,0,18,21,53,0,13,13,16,12,24,4,13,4,1,23,0
2010,136,1243,82,2,1317,62,15,0,31,61,7,18,13,20,17,23,12,11,9,10,25,17,55,5,19,23,31,19,17,8,16,2,0,17,1
