Season,DayNum,WTeamID,WScore,WTeamSeed,LTeamID,LScore,LTeamSeed,NumOT,WFGM,WFGA,WFGM3,WFGA3,WFTM,WFTA,WOR,WDR,WAst,WTO,WStl,WBlk,WPF,LFGM,LFGA,LFGM3,LFGA3,LFTM,LFTA,LOR,LDR,LAst,LTO,LStl,LBlk,LPF,Score
2015,136,1112,93,2,1411,72,15,0,32,53,5,11,24,27,12,23,13,12,8,3,23,24,51,5,12,19,30,8,11,5,9,5,3,19,0
2018,137,1462,102,1,1411,83,16,0,35,64,11,24,21,32,10,32,19,13,6,10,22,26,65,8,25,23,27,9,22,12,11,10,3,21,0
2022,136,1242,83,1,1411,56,16,0,34,68,11,23,4,9,11,28,20,15,8,1,21,19,58,3,14,15,19,7,22,12,14,6,6,14,0
2023,135,1192,84,16,1411,61,16,0,23,46,11,27,27,31,5,25,13,14,8,2,15,26,62,1,17,8,9,8,19,16,14,8,0,24,0
2014,135,1142,81,16,1411,69,16,0,29,51,6,15,17,22,10,18,15,10,4,4,20,24,50,4,13,17,22,11,16,12,13,3,1,23,0
2018,135,1411,64,16,1300,46,16,0,21,57,6,24,16,19,13,28,9,14,7,8,12,21,69,0,14,4,6,20,23,10,15,5,2,18,1
2022,134,1411,76,16,1394,67,16,0,23,55,4,13,26,35,8,34,9,15,4,9,18,25,67,8,21,9,19,7,29,17,8,9,3,22,1
2003,134,1421,92,16,1411,84,16,1,32,69,11,29,17,26,14,30,17,12,5,3,22,29,67,12,31,14,31,17,28,16,15,5,0,22,0
2017,137,1314,103,1,1411,64,16,0,38,75,8,22,19,26,20,34,18,10,6,4,13,22,60,7,27,13,16,6,21,9,13,6,3,17,0
2021,138,1276,82,1,1411,66,16,0,26,54,9,26,21,26,9,24,19,14,4,4,21,23,64,1,12,19,22,10,13,7,10,8,2,20,0
2021,136,1411,60,16,1291,52,16,0,22,57,6,14,10,19,9,26,9,5,2,2,14,19,49,6,22,8,16,4,29,9,9,1,7,12,1
