Season,DayNum,WTeamID,WScore,WTeamSeed,LTeamID,LScore,LTeamSeed,NumOT,WFGM,WFGA,WFGM3,WFGA3,WFTM,WFTA,WOR,WDR,WAst,WTO,WStl,WBlk,WPF,LFGM,LFGA,LFGM3,LFGA3,LFTM,LFTA,LOR,LDR,LAst,LTO,LStl,LBlk,LPF,Score
2016,146,1314,88,1,1323,74,6,0,32,52,4,13,20,24,13,19,17,6,4,1,17,27,49,9,18,11,14,5,10,9,7,3,1,18,0
2003,138,1323,68,5,1228,60,4,0,25,61,13,24,5,5,5,32,12,11,5,4,13,22,63,5,17,11,16,10,31,12,9,6,3,10,1
2016,144,1323,61,6,1458,56,7,0,22,55,4,13,13,14,11,21,13,12,10,6,9,23,57,6,20,4,6,13,23,11,17,8,4,15,1
2010,136,1330,51,11,1323,50,6,0,20,48,3,13,8,12,9,22,11,8,7,2,9,21,59,6,26,2,3,16,22,12,10,6,2,14,0
2022,139,1403,59,3,1323,53,11,0,21,59,4,15,13,17,10,27,10,8,8,4,16,17,52,9,28,10,15,7,27,8,11,3,2,13,0
2008,136,1323,68,5,1206,50,12,0,26,57,9,21,7,11,11,31,14,13,4,5,15,19,57,3,17,9,14,11,23,8,11,5,2,14,1
2015,145,1246,68,1,1323,66,3,0,25,47,4,8,14,20,10,19,8,11,4,9,12,26,56,4,14,10,13,13,15,16,7,5,1,14,0
2003,136,1323,70,5,1454,69,12,0,23,54,3,13,21,25,11,33,7,20,6,6,19,23,66,8,23,15,20,14,23,15,12,11,3,25,1
2007,137,1457,74,11,1323,64,6,0,28,62,8,21,10,19,10,33,20,13,5,6,16,28,67,4,22,4,13,12,29,10,13,10,2,22,0
2017,138,1452,83,4,1323,71,5,0,27,54,8,14,21,26,10,24,16,12,6,5,18,22,54,10,28,17,17,8,20,12,14,6,3,21,0
2016,137,1323,70,6,1276,63,11,0,25,43,8,15,12,15,5,28,12,16,3,8,9,25,63,10,27,3,5,11,14,18,7,10,1,14,1
2008,138,1450,61,4,1323,41,5,0,24,54,4,17,9,14,8,29,14,7,8,2,15,13,53,3,17,12,13,12,26,7,13,3,3,16,0
2022,137,1323,78,11,1104,64,6,0,29,54,10,16,10,11,4,23,13,18,10,1,13,26,64,8,24,4,7,10,18,16,14,9,4,14,1
2011,137,1323,69,2,1103,56,15,0,21,47,7,17,20,26,6,35,16,14,5,5,11,23,64,7,21,3,6,8,24,10,8,6,4,21,1
2012,137,1462,67,10,1323,63,7,0,22,44,5,10,18,27,10,20,11,10,6,1,14,25,49,9,21,4,9,6,15,19,11,6,1,16,0
2015,136,1323,69,3,1318,65,14,0,27,47,2,6,13,18,2,15,19,7,9,4,13,27,55,3,11,8,10,13,20,15,16,2,0,12,1
2013,137,1235,76,10,1323,58,7,0,29,59,9,21,9,12,5,22,19,6,4,1,13,22,51,4,17,10,13,9,26,9,17,2,2,11,0
2011,139,1199,71,10,1323,57,2,0,22,48,9,19,18,25,9,31,15,12,2,9,18,19,62,7,30,12,19,15,23,12,8,4,5,25,0
2022,135,1323,89,11,1353,87,11,2,37,72,6,19,9,16,7,22,17,5,6,2,8,36,71,11,27,4,6,13,28,22,13,1,6,15,1
2003,143,1112,88,1,1323,71,5,0,36,76,7,14,9,11,14,30,19,10,12,5,17,25,59,10,23,11,18,9,27,15,19,6,4,16,0
2015,143,1323,81,3,1455,70,7,0,30,54,9,19,12,15,6,26,18,11,4,4,14,26,65,3,18,15,19,15,21,9,7,6,3,16,1
2015,138,1323,67,3,1139,64,6,1,22,51,6,20,17,22,9,31,9,13,4,8,16,21,63,4,13,18,21,13,23,8,7,8,5,15,1
2017,136,1323,60,5,1343,58,12,0,21,52,4,11,14,21,9,27,10,6,4,3,9,22,57,8,31,6,6,7,26,13,9,2,4,14,1
2016,139,1323,76,6,1372,75,14,0,29,51,6,17,12,16,11,20,15,13,2,2,12,29,64,8,27,9,9,14,13,19,6,5,5,15,1
