Season,DayNum,WTeamID,WScore,WTeamSeed,LTeamID,LScore,LTeamSeed,NumOT,WFGM,WFGA,WFGM3,WFGA3,WFTM,WFTA,WOR,WDR,WAst,WTO,WStl,WBlk,WPF,LFGM,LFGA,LFGM3,LFGA3,LFTM,LFTA,LOR,LDR,LAst,LTO,LStl,LBlk,LPF,Score
2013,137,1228,57,7,1160,49,10,0,16,52,8,31,17,24,11,26,10,12,8,4,12,17,51,5,19,10,13,8,28,7,15,5,5,20,0
2012,138,1124,80,3,1160,63,11,0,28,64,11,20,13,18,17,24,15,11,9,4,12,23,51,5,15,12,18,7,21,13,13,6,3,16,0
2024,139,1266,81,2,1160,77,10,0,34,55,9,21,4,8,2,21,18,12,10,4,10,31,66,10,30,5,7,10,17,21,12,8,3,11,0
2021,138,1160,96,5,1207,73,12,0,34,56,16,25,12,14,1,25,27,11,3,3,17,23,58,8,24,19,26,6,19,12,12,5,4,16,1
2016,136,1163,74,9,1160,67,8,0,23,58,6,17,22,23,11,25,8,10,8,8,26,23,51,2,10,19,30,9,24,8,12,5,3,22,0
2024,137,1160,102,10,1196,100,7,0,34,54,6,10,28,33,5,24,27,10,6,1,19,35,68,11,25,19,22,10,17,22,8,8,5,22,1
2024,135,1160,60,10,1129,53,10,0,21,48,4,15,14,15,5,24,12,10,5,3,13,23,67,2,18,5,6,15,21,4,9,5,1,17,1
2014,136,1338,77,9,1160,48,8,0,31,61,4,14,11,12,9,24,18,3,12,3,13,15,42,4,16,14,18,7,22,5,17,2,0,12,0
2003,137,1277,79,7,1160,64,10,0,26,56,7,13,20,25,10,28,16,11,5,1,18,26,60,5,14,7,17,12,23,9,13,6,8,19,0
2021,140,1199,71,4,1160,53,5,0,24,46,6,17,17,21,5,19,16,13,10,3,15,20,56,6,25,7,11,15,14,12,18,5,2,22,0
2012,136,1160,68,11,1424,64,6,0,22,48,7,12,17,27,9,37,12,23,4,3,18,23,71,9,36,9,17,12,21,13,8,14,8,22,1
