Season,DayNum,WTeamID,WScore,WTeamSeed,LTeamID,LScore,LTeamSeed,NumOT,WFGM,WFGA,WFGM3,WFGA3,WFTM,WFTA,WOR,WDR,WAst,WTO,WStl,WBlk,WPF,LFGM,LFGA,LFGM3,LFGA3,LFTM,LFTA,LOR,LDR,LAst,LTO,LStl,LBlk,LPF,Score
2009,136,1272,81,2,1169,70,15,0,29,59,11,28,12,21,12,23,19,14,14,3,16,24,54,7,18,15,20,10,22,10,17,8,2,18,1
2022,136,1272,64,9,1129,53,8,0,24,51,5,12,11,14,11,25,12,15,5,2,18,17,54,6,21,13,19,12,18,7,8,9,1,14,1
2012,137,1387,61,9,1272,54,8,0,21,46,5,13,14,18,8,26,7,17,6,1,12,21,54,2,15,10,17,10,19,4,11,8,3,17,0
2013,138,1277,70,3,1272,48,6,0,26,52,4,16,14,22,14,35,14,18,10,7,14,19,64,5,23,5,10,11,18,8,11,7,5,18,0
2008,144,1272,92,1,1277,74,5,0,31,59,4,13,26,35,17,22,13,9,9,7,16,29,59,5,18,11,17,11,17,18,12,2,3,28,1
2006,143,1272,80,1,1133,64,13,0,31,60,6,15,12,18,11,30,11,13,10,7,18,20,60,5,16,19,27,14,21,6,17,4,3,18,1
2004,139,1329,70,2,1272,53,7,0,28,47,5,12,9,17,14,20,18,17,8,1,16,20,50,6,17,7,14,11,11,9,12,6,3,15,0
2007,139,1272,78,2,1305,62,7,0,23,59,6,17,26,34,16,24,10,10,7,5,16,21,57,5,21,15,17,10,20,16,14,5,5,22,1
2014,139,1438,78,1,1272,60,8,0,30,54,5,11,13,16,6,34,13,10,3,6,16,24,59,3,13,9,21,8,20,16,6,7,3,14,0
2014,137,1272,71,8,1203,66,9,0,27,55,6,22,11,16,15,21,19,12,8,4,20,25,56,2,12,14,24,16,17,8,10,9,2,16,1
2006,139,1272,72,1,1137,56,9,0,23,48,7,16,19,26,7,18,15,9,10,2,20,15,41,2,12,24,29,11,22,8,19,4,0,20,1
2004,137,1272,59,7,1376,43,10,0,23,59,9,27,4,7,14,22,16,9,3,4,15,15,42,2,13,11,16,4,21,9,12,5,4,14,1
2008,154,1242,75,1,1272,68,1,1,29,55,3,12,14,15,9,30,14,17,11,1,18,25,62,6,22,12,19,11,17,14,13,11,3,17,0
2007,145,1326,92,1,1272,76,2,0,26,51,5,17,35,41,9,25,9,8,8,2,15,26,65,10,22,14,20,15,20,10,11,5,3,29,0
2009,138,1272,89,2,1268,70,10,0,31,53,10,19,17,22,8,27,21,13,6,3,17,27,62,5,14,11,19,11,16,9,7,8,3,17,1
2008,139,1272,77,1,1280,74,8,0,28,63,6,16,15,32,19,26,19,5,3,11,16,26,60,8,19,14,20,11,26,9,8,2,7,23,1
2008,137,1272,87,1,1426,63,16,0,28,54,9,20,22,35,16,23,18,12,7,5,18,24,55,4,13,11,21,12,17,16,14,5,3,23,1
2007,137,1272,73,2,1317,58,15,0,25,62,4,16,19,27,20,25,12,16,6,8,19,19,53,4,10,16,22,11,23,12,19,6,5,25,1
2011,137,1112,77,5,1272,75,12,0,23,50,5,19,26,31,8,21,11,14,8,2,21,26,53,6,15,17,24,10,23,16,15,7,1,24,0
2008,146,1272,85,1,1400,67,2,0,26,52,3,11,30,36,7,32,18,7,4,5,13,25,69,9,28,8,9,13,23,13,8,5,4,25,1
2023,137,1194,66,9,1272,65,8,0,25,65,8,28,8,11,16,20,12,8,2,2,13,25,58,6,22,9,12,11,22,11,8,6,3,12,0
2013,136,1272,54,6,1388,52,11,0,20,49,5,15,9,18,10,25,12,15,9,12,18,19,58,3,15,11,14,15,24,9,13,4,0,19,1
2007,143,1272,65,2,1401,64,3,0,23,54,5,17,14,21,11,20,8,8,2,6,15,28,59,3,10,5,10,12,24,14,8,4,0,20,1
2003,136,1113,84,10,1272,71,7,0,31,59,6,14,16,22,10,27,18,9,7,4,19,25,69,7,28,14,21,20,22,11,12,2,5,18,0
2009,143,1281,102,3,1272,91,2,0,33,62,6,16,30,45,12,25,17,12,9,3,24,35,69,3,15,18,32,15,25,16,14,8,6,25,0
2006,145,1417,50,2,1272,45,1,0,14,40,2,8,20,39,13,23,7,17,4,2,14,17,54,2,17,9,15,16,25,5,18,8,1,29,0
2008,152,1272,78,1,1417,63,1,0,27,64,4,12,20,23,15,28,10,9,7,6,14,24,64,4,13,11,13,12,24,8,12,6,4,17,1
2022,138,1211,82,1,1272,78,9,0,30,58,9,27,13,24,10,27,18,5,2,4,15,30,70,4,19,14,20,12,25,12,5,2,2,23,0
2006,137,1272,94,1,1331,78,16,0,37,61,11,22,9,16,12,21,16,13,10,2,21,28,53,7,15,15,20,7,17,14,13,4,4,17,1
