Season,DayNum,WTeamID,WScore,WTeamSeed,LTeamID,LScore,LTeamSeed,NumOT,WFGM,WFGA,WFGM3,WFGA3,WFTM,WFTA,WOR,WDR,WAst,WTO,WStl,WBlk,WPF,LFGM,LFGA,LFGM3,LFGA3,LFTM,LFTA,LOR,LDR,LAst,LTO,LStl,LBlk,LPF,Score
2022,137,1222,82,5,1412,68,12,0,32,60,10,21,8,15,10,22,19,7,6,3,12,26,56,5,19,11,14,7,23,12,12,6,1,14,1
2023,138,1222,81,1,1120,64,9,0,25,60,7,22,24,29,10,25,11,6,4,12,25,20,53,5,16,19,36,7,18,11,8,1,3,22,1
2010,137,1268,89,4,1222,77,13,0,32,68,4,17,21,25,17,33,18,10,2,4,20,25,60,7,20,20,32,9,20,7,6,6,1,19,0
2023,144,1274,89,5,1222,75,1,0,31,60,11,25,16,19,6,28,16,5,4,4,16,24,64,9,31,18,20,9,24,16,8,3,4,16,0
2018,138,1276,64,3,1222,63,6,0,21,59,8,30,14,20,10,28,13,7,4,5,22,20,54,7,18,16,22,10,31,8,10,3,2,19,0
2021,139,1222,63,2,1353,60,10,0,22,59,8,22,11,18,14,19,11,10,9,4,14,22,50,7,16,9,12,6,21,14,13,4,3,18,1
2019,139,1222,74,3,1326,59,11,0,26,56,5,19,17,25,9,28,10,6,12,2,20,19,49,10,29,11,16,6,25,12,14,4,0,20,1
2023,136,1222,63,1,1297,52,16,0,25,51,4,16,9,10,9,28,13,14,3,4,14,19,69,5,33,9,10,17,14,7,7,9,1,12,1
2018,136,1222,67,6,1361,65,11,0,22,59,5,13,18,24,7,32,5,7,3,1,25,20,54,4,16,21,35,11,33,11,12,4,5,19,1
2021,152,1124,78,1,1222,59,2,0,29,55,11,24,9,13,11,17,23,8,6,0,18,21,55,6,19,11,16,13,12,10,10,4,5,10,0
2024,137,1222,86,1,1255,46,16,0,31,53,11,23,13,22,10,18,16,8,12,5,13,14,41,3,13,15,16,4,10,9,18,4,1,16,1
2022,143,1222,72,5,1112,60,1,0,23,50,9,20,17,25,10,23,12,11,5,6,19,18,54,7,22,17,23,13,18,12,14,7,3,21,1
2019,137,1222,84,3,1209,55,14,0,33,64,8,29,10,13,13,38,22,11,3,5,14,18,60,6,23,13,17,7,20,5,7,6,1,11,1
2021,137,1222,87,2,1156,56,15,0,29,61,7,25,22,29,15,19,12,9,7,7,17,17,44,6,15,16,23,5,14,8,14,6,4,25,1
2019,144,1246,62,2,1222,58,3,0,22,46,4,12,14,19,10,24,11,13,4,2,13,21,53,7,20,9,12,7,14,11,7,6,1,23,0
2022,139,1222,68,5,1228,53,4,0,25,59,6,22,12,17,15,23,10,8,8,6,16,17,50,6,25,13,16,6,21,11,15,6,2,15,1
2022,145,1437,50,2,1222,44,5,0,15,52,5,21,15,15,10,25,6,9,3,2,12,17,57,1,20,9,14,13,22,7,9,6,4,14,0
2021,147,1222,67,2,1333,61,12,0,20,62,11,32,16,24,18,20,17,6,6,3,12,22,47,6,16,11,20,7,20,14,9,4,1,20,1
2021,145,1222,62,2,1393,46,11,0,23,60,7,26,9,14,11,22,15,7,8,4,16,14,50,5,23,13,17,4,19,5,11,3,4,17,1
2024,139,1222,100,1,1401,95,9,0,34,66,11,34,21,30,11,21,18,10,6,8,28,29,75,8,23,29,45,22,23,12,11,5,4,24,1
