Season,DayNum,WTeamID,WScore,WTeamSeed,LTeamID,LScore,LTeamSeed,NumOT,WFGM,WFGA,WFGM3,WFGA3,WFTM,WFTA,WOR,WDR,WAst,WTO,WStl,WBlk,WPF,LFGM,LFGA,LFGM3,LFGA3,LFTM,LFTA,LOR,LDR,LAst,LTO,LStl,LBlk,LPF,Score
2014,136,1361,73,4,1308,69,13,1,23,59,6,17,21,27,10,30,9,11,8,9,18,26,65,5,16,12,20,14,27,13,13,4,4,22,0
2013,136,1387,64,4,1308,44,13,0,25,54,4,11,10,14,10,23,17,10,10,3,15,17,61,2,16,8,13,21,21,10,16,9,7,12,0
2018,137,1155,79,5,1308,68,12,0,33,59,6,14,7,9,3,28,11,8,6,4,18,24,62,9,25,11,17,8,25,16,11,3,1,13,0
2007,137,1400,79,4,1308,67,13,0,25,51,4,16,25,26,9,21,11,15,8,4,14,25,62,7,25,10,12,16,18,14,17,5,0,22,0
2017,137,1124,91,3,1308,73,14,0,35,61,4,8,17,19,10,29,15,12,4,7,15,28,64,8,22,9,13,9,18,15,11,6,2,18,0
2010,137,1277,70,5,1308,67,12,0,20,53,7,19,23,33,14,26,16,9,5,4,22,23,57,8,21,13,22,15,25,8,11,7,3,23,0
2015,137,1242,75,2,1308,56,15,0,27,50,9,13,12,15,10,26,16,14,7,3,17,20,56,5,15,11,16,14,15,8,11,10,3,15,0
2019,136,1120,78,5,1308,77,12,0,26,57,12,31,14,21,6,18,13,10,9,2,24,25,51,7,25,20,27,11,28,14,16,6,2,19,0
2022,136,1308,70,12,1163,63,5,0,23,50,11,17,13,13,7,14,12,7,4,1,16,22,51,7,23,12,13,4,15,15,8,5,4,17,1
2012,136,1231,79,4,1308,66,13,0,32,54,7,13,8,10,7,14,15,12,12,0,12,27,49,4,12,8,10,7,16,7,17,5,6,13,0
2022,138,1116,53,4,1308,48,12,0,14,51,3,16,22,25,3,30,10,11,12,1,14,18,53,6,26,6,10,4,32,8,17,4,4,15,0
