Season,DayNum,WTeamID,WScore,WTeamSeed,LTeamID,LScore,LTeamSeed,NumOT,WFGM,WFGA,WFGM3,WFGA3,WFTM,WFTA,WOR,WDR,WAst,WTO,WStl,WBlk,WPF,LFGM,LFGA,LFGM3,LFGA3,LFTM,LFTA,LOR,LDR,LAst,LTO,LStl,LBlk,LPF,Score
2023,139,1274,85,5,1231,69,4,0,34,70,9,23,8,13,19,26,14,12,7,3,13,26,63,8,25,9,14,11,18,10,12,9,7,14,0
2022,134,1231,66,12,1461,58,12,0,26,62,2,13,12,20,12,22,10,7,3,3,22,20,46,6,19,12,18,7,23,6,18,2,1,17,1
2008,137,1116,86,9,1231,72,8,0,26,48,8,17,26,33,9,25,14,12,5,4,18,28,64,10,24,6,12,14,16,14,10,8,3,23,0
2013,143,1393,61,4,1231,50,1,0,21,48,4,10,15,20,7,25,4,14,11,11,17,16,47,3,15,15,24,11,23,8,18,6,2,18,0
2013,137,1231,83,1,1241,62,16,0,29,55,9,23,16,21,12,26,17,9,3,3,8,26,62,8,20,2,4,11,17,7,10,1,3,21,1
2016,138,1231,73,5,1246,67,4,0,25,52,6,21,17,23,6,24,13,13,5,4,22,24,57,4,16,15,19,10,24,8,16,6,2,24,1
2012,138,1231,63,4,1433,61,12,0,24,46,6,13,9,11,8,28,13,22,6,2,13,23,57,9,30,6,13,8,15,8,11,10,3,16,1
2012,144,1246,102,1,1231,90,4,0,31,64,5,10,35,37,15,24,12,6,3,4,18,36,69,5,18,13,17,12,19,16,8,3,2,27,0
2023,137,1231,71,4,1245,60,13,0,29,62,5,14,8,11,10,29,14,7,4,7,13,22,69,7,21,9,12,16,20,11,9,6,4,12,1
2007,138,1417,54,2,1231,49,7,0,17,47,2,9,18,24,9,29,10,10,6,2,19,17,52,5,16,10,21,13,25,8,12,4,4,19,0
2013,139,1231,58,1,1396,52,9,0,19,45,4,13,16,20,4,28,9,12,0,2,8,21,62,3,24,7,8,14,21,8,10,5,4,18,1
2015,137,1455,81,7,1231,76,10,0,25,61,2,13,29,34,15,24,9,7,9,6,17,24,59,11,22,17,20,12,25,10,13,3,3,26,0
2022,136,1388,82,5,1231,53,12,0,31,60,10,21,10,15,9,27,16,9,8,3,14,18,53,2,10,15,18,5,20,8,13,5,2,18,0
2016,144,1314,101,1,1231,86,5,0,32,62,11,20,26,33,15,22,20,9,7,5,22,25,61,13,31,23,26,15,17,13,12,2,1,27,0
2003,139,1338,74,2,1231,52,7,0,25,47,4,9,20,28,10,21,15,11,9,1,14,19,44,6,17,8,10,5,15,13,16,3,2,18,0
2006,138,1211,90,3,1231,80,6,0,28,61,2,11,32,41,14,27,13,7,9,2,14,31,69,16,36,2,6,14,24,18,13,2,3,29,0
2003,137,1231,67,7,1104,62,10,0,19,49,7,18,22,26,13,22,15,8,1,2,17,22,52,5,12,13,16,9,20,13,8,2,6,21,1
2006,136,1231,87,6,1361,83,11,0,35,71,8,26,9,16,15,16,14,9,11,0,16,31,55,10,18,11,15,10,26,15,16,7,2,19,1
2007,136,1231,70,7,1211,57,10,0,23,58,9,25,15,16,12,33,15,13,3,2,14,19,56,7,19,12,16,6,24,14,10,6,5,17,1
2016,136,1231,99,5,1151,74,12,0,37,57,10,16,15,19,8,22,23,12,10,5,16,28,59,3,17,15,18,9,15,9,15,7,2,19,1
2012,136,1231,79,4,1308,66,13,0,32,54,7,13,8,10,7,14,15,12,12,0,12,27,49,4,12,8,10,7,16,7,17,5,6,13,1
