Season,DayNum,WTeamID,WScore,WTeamSeed,LTeamID,LScore,LTeamSeed,NumOT,WFGM,WFGA,WFGM3,WFGA3,WFTM,WFTA,WOR,WDR,WAst,WTO,WStl,WBlk,WPF,LFGM,LFGA,LFGM3,LFGA3,LFTM,LFTA,LOR,LDR,LAst,LTO,LStl,LBlk,LPF,Score
2014,137,1390,58,10,1307,53,7,0,19,49,8,15,12,17,5,30,10,10,6,5,20,19,52,4,21,11,19,9,28,12,10,2,2,18,1
2004,136,1390,71,1,1427,45,16,0,27,54,6,14,11,15,11,29,11,20,11,9,20,15,63,2,15,13,21,22,17,2,19,8,3,15,1
2005,137,1280,93,9,1390,70,8,0,32,57,9,17,20,26,10,29,13,9,3,6,19,24,63,4,18,18,25,12,18,9,5,6,3,19,0
2007,136,1257,78,6,1390,58,11,0,25,51,7,17,21,28,8,18,12,13,11,1,25,21,51,3,12,13,27,17,20,10,21,2,1,22,0
2014,143,1173,82,11,1390,72,10,0,28,58,8,23,18,26,10,25,19,10,8,1,25,22,58,5,21,23,33,15,20,10,12,7,5,24,0
2014,139,1390,60,10,1242,57,2,0,21,47,0,9,18,26,8,29,6,16,10,4,15,19,58,5,16,14,18,13,22,7,14,9,2,22,1
2004,138,1104,70,8,1390,67,1,0,16,43,4,19,34,44,5,24,8,8,6,8,16,26,73,7,24,8,11,22,27,12,12,2,0,31,0
2008,138,1390,82,3,1266,81,6,1,28,60,7,14,19,28,11,27,23,8,4,4,14,31,73,10,30,9,12,17,28,15,9,3,3,24,1
2003,138,1163,85,5,1390,74,4,0,31,68,6,10,17,21,17,26,12,9,4,1,13,27,62,8,23,12,17,11,22,12,11,2,6,18,0
2003,136,1390,77,4,1360,69,13,0,29,64,8,24,11,15,12,29,16,14,4,8,24,20,61,4,18,25,32,17,25,7,11,3,0,18,1
2008,136,1390,77,3,1165,53,14,0,31,56,8,18,7,10,13,34,20,19,5,7,15,18,59,8,26,9,13,10,15,7,11,8,3,17,1
2008,144,1400,82,2,1390,62,3,0,32,65,7,22,11,18,14,28,16,6,7,5,14,22,65,6,17,12,18,19,23,13,10,5,4,14,0
