Season,DayNum,WTeamID,WScore,WTeamSeed,LTeamID,LScore,LTeamSeed,NumOT,WFGM,WFGA,WFGM3,WFGA3,WFTM,WFTA,WOR,WDR,WAst,WTO,WStl,WBlk,WPF,LFGM,LFGA,LFGM3,LFGA3,LFTM,LFTA,LOR,LDR,LAst,LTO,LStl,LBlk,LPF,Score
2009,136,1449,71,4,1280,58,13,0,27,62,2,9,15,21,17,28,13,15,5,0,21,20,58,5,18,13,19,14,21,5,17,5,5,22,1
2010,143,1452,69,2,1449,56,11,0,26,65,4,15,13,17,23,26,14,23,11,4,15,22,56,3,11,9,14,11,18,11,21,14,8,20,0
2011,137,1449,68,7,1208,65,10,0,26,60,4,18,12,14,11,18,10,5,6,1,19,23,50,5,12,14,19,11,25,9,15,3,1,13,1
2006,136,1449,75,5,1429,61,12,0,28,59,12,27,7,8,5,17,16,7,11,1,14,25,51,3,13,8,10,9,26,14,22,3,2,14,1
2009,138,1345,76,5,1449,74,4,0,25,64,7,16,19,23,15,25,15,11,5,7,21,28,67,4,12,14,19,16,24,13,9,4,3,20,0
2019,137,1449,78,9,1429,61,8,0,25,51,10,17,18,21,7,22,14,15,10,6,18,19,54,7,20,16,20,15,20,13,21,3,4,18,1
2005,138,1449,97,1,1334,79,8,0,36,64,9,23,16,19,12,23,17,7,2,3,20,30,67,8,24,11,17,17,14,13,8,4,1,18,1
2005,143,1257,93,4,1449,79,1,0,31,56,11,26,20,28,10,34,17,17,8,4,18,28,67,6,25,17,28,13,20,15,11,9,0,25,0
2005,136,1449,88,1,1285,77,16,0,32,58,9,19,15,22,9,23,19,16,9,1,14,33,65,9,20,2,8,12,21,15,18,5,0,16,1
2006,138,1449,67,5,1228,64,4,0,17,45,5,15,28,39,8,27,8,11,5,5,17,25,63,5,18,9,11,10,25,15,12,4,0,28,1
2019,139,1314,81,1,1449,59,9,0,32,63,9,21,8,10,15,33,18,15,5,1,13,23,60,9,29,4,10,8,16,8,12,7,6,10,0
2004,137,1412,102,9,1449,100,8,0,30,65,9,26,33,44,11,26,23,12,8,2,26,35,64,6,20,24,34,10,31,19,16,6,5,30,0
2010,138,1449,82,11,1307,64,3,0,32,66,8,17,10,20,12,28,21,5,6,7,18,26,66,5,17,7,17,13,25,7,11,1,1,18,1
2010,136,1449,80,11,1266,78,6,0,30,55,9,14,11,16,7,21,21,12,4,6,15,27,51,12,19,12,15,5,17,16,13,8,1,17,1
2011,139,1314,86,2,1449,83,7,0,31,66,6,12,18,23,12,25,18,9,7,5,9,33,72,10,19,7,7,14,26,17,13,6,2,20,0
2006,144,1163,98,1,1449,92,5,1,27,51,10,19,34,47,10,32,15,26,7,5,20,34,80,6,20,18,23,17,21,9,17,19,3,33,0
