Season,DayNum,WTeamID,WScore,WTeamSeed,LTeamID,LScore,LTeamSeed,NumOT,WFGM,WFGA,WFGM3,WFGA3,WFTM,WFTA,WOR,WDR,WAst,WTO,WStl,WBlk,WPF,LFGM,LFGA,LFGM3,LFGA3,LFTM,LFTA,LOR,LDR,LAst,LTO,LStl,LBlk,LPF,Score
2003,144,1393,79,3,1120,78,10,0,29,66,5,14,16,21,15,21,14,10,9,7,17,27,63,10,22,14,17,14,26,15,17,5,5,19,0
2023,136,1120,83,9,1234,75,8,0,29,63,8,22,17,22,7,28,14,7,6,5,18,28,68,7,27,12,17,12,25,11,8,4,2,18,1
2003,139,1120,68,10,1448,62,2,0,24,56,4,19,16,20,12,21,11,14,9,6,18,18,49,8,23,18,21,12,23,5,18,7,7,23,1
2022,137,1120,80,2,1240,61,15,0,28,63,9,24,15,22,17,29,23,10,2,10,17,19,61,8,25,15,18,10,21,9,8,7,1,21,1
2023,138,1222,81,1,1120,64,9,0,25,60,7,22,24,29,10,25,11,6,4,12,25,20,53,5,16,19,36,7,18,11,8,1,3,22,0
2003,137,1120,65,10,1386,63,7,1,25,57,7,18,8,13,14,24,11,15,4,5,16,22,59,6,24,13,16,15,21,11,12,8,4,19,1
2019,144,1120,97,5,1314,80,1,0,36,66,17,37,8,17,10,26,21,11,8,6,17,28,65,7,28,17,22,14,26,16,14,7,2,16,1
2022,139,1274,79,10,1120,61,2,0,32,66,3,15,12,15,4,30,19,4,10,6,11,21,69,5,26,14,19,14,29,11,13,1,8,19,0
2019,146,1120,77,5,1246,71,2,1,26,65,7,23,18,24,12,25,8,9,10,7,21,27,61,5,21,12,21,11,30,14,14,5,5,19,1
2019,152,1438,63,1,1120,62,5,0,25,51,7,19,6,12,5,26,15,8,1,9,12,21,55,9,31,11,14,9,24,9,5,3,3,12,0
2024,137,1463,78,13,1120,76,4,0,24,52,9,20,21,31,5,15,10,9,10,2,19,27,53,7,20,15,22,9,25,11,14,6,3,25,0
2019,136,1120,78,5,1308,77,12,0,26,57,12,31,14,21,6,18,13,10,9,2,24,25,51,7,25,20,27,11,28,14,16,6,2,19,1
2019,138,1120,89,5,1242,75,4,0,32,61,13,30,12,15,6,21,17,7,9,3,21,27,59,6,19,15,18,13,25,13,16,4,1,17,1
2018,137,1120,62,4,1158,58,13,0,21,59,5,24,15,32,12,24,10,12,10,4,18,23,51,5,22,7,14,6,34,10,21,6,0,23,1
2018,139,1155,84,5,1120,53,4,0,29,61,10,26,16,23,9,41,19,7,4,6,16,17,66,7,32,12,15,7,25,9,6,4,3,19,0
