Season,DayNum,WTeamID,WScore,WTeamSeed,LTeamID,LScore,LTeamSeed,NumOT,WFGM,WFGA,WFGM3,WFGA3,WFTM,WFTA,WOR,WDR,WAst,WTO,WStl,WBlk,WPF,LFGM,LFGA,LFGM3,LFGA3,LFTM,LFTA,LOR,LDR,LAst,LTO,LStl,LBlk,LPF,Score
2004,137,1130,58,6,1428,51,11,0,23,44,3,4,9,11,4,21,20,8,4,3,13,19,50,3,18,10,10,9,17,12,8,2,0,12,0
2016,138,1211,82,11,1428,59,3,0,34,61,9,19,5,6,8,26,14,9,7,3,13,22,52,7,15,8,8,4,20,9,13,5,3,14,0
2015,138,1428,75,5,1207,64,4,0,22,38,8,14,23,32,4,21,12,9,3,3,14,24,55,9,25,7,9,10,17,9,9,6,1,24,1
2015,144,1181,63,1,1428,57,5,0,20,45,3,9,20,26,8,23,5,14,6,4,16,21,60,4,16,11,15,18,18,8,15,8,4,21,0
2005,136,1428,60,6,1431,54,11,0,21,49,6,24,12,20,15,25,15,18,7,4,13,22,53,2,9,8,9,5,17,13,10,6,1,20,1
2005,144,1246,62,2,1428,52,6,0,24,39,4,13,10,19,4,21,10,14,6,2,25,17,41,4,10,14,28,9,16,10,12,5,0,20,0
2009,137,1112,84,12,1428,71,5,0,30,55,4,12,20,28,11,23,11,14,13,2,15,27,64,8,32,9,13,16,19,16,20,7,3,22,0
2015,136,1428,57,5,1372,50,12,0,18,38,5,13,16,21,4,22,11,17,7,7,12,17,51,5,26,11,13,11,18,9,12,7,1,18,1
2003,137,1428,60,9,1332,58,8,0,18,61,9,23,15,18,13,23,8,15,7,4,22,19,55,3,17,17,24,13,29,8,17,6,2,22,1
2005,138,1428,67,6,1328,58,3,0,22,37,5,8,18,28,9,30,15,20,2,2,19,21,66,2,19,14,19,19,14,3,7,8,3,24,1
2003,139,1246,74,1,1428,54,9,0,26,55,4,13,18,18,13,22,11,13,4,3,16,19,48,4,14,12,16,8,14,8,16,7,2,19,0
2016,136,1428,80,3,1201,69,14,0,27,50,7,18,19,22,15,23,16,20,11,1,11,26,53,7,18,10,12,5,10,8,14,15,3,23,1
