Season,DayNum,WTeamID,WScore,WTeamSeed,LTeamID,LScore,LTeamSeed,NumOT,WFGM,WFGA,WFGM3,WFGA3,WFTM,WFTA,WOR,WDR,WAst,WTO,WStl,WBlk,WPF,LFGM,LFGA,LFGM3,LFGA3,LFTM,LFTA,LOR,LDR,LAst,LTO,LStl,LBlk,LPF,Score
2006,136,1449,75,5,1429,61,12,0,28,59,12,27,7,8,5,17,16,7,11,1,14,25,51,3,13,8,10,9,26,14,22,3,2,14,0
2023,136,1281,76,7,1429,65,10,0,27,53,10,25,12,18,2,23,15,9,9,1,15,28,59,4,24,5,8,8,23,12,14,5,2,11,0
2024,137,1429,88,8,1395,72,9,0,33,60,8,19,14,15,4,22,22,9,10,9,13,24,67,7,22,17,22,18,17,13,13,6,4,13,1
2010,137,1401,69,5,1429,53,12,0,25,51,8,18,11,14,7,32,12,11,4,1,13,24,62,5,20,0,4,10,21,8,9,4,3,18,0
2009,137,1266,58,6,1429,57,11,0,17,47,5,19,19,23,10,22,7,9,4,2,14,22,53,7,23,6,8,7,19,11,9,2,3,21,0
2003,136,1242,64,2,1429,61,15,0,28,51,2,6,6,11,7,20,13,11,8,4,17,23,56,6,17,9,10,13,19,13,13,6,1,15,0
2019,137,1449,78,9,1429,61,8,0,25,51,10,17,18,21,7,22,14,15,10,6,18,19,54,7,20,16,20,15,20,13,21,3,4,18,0
2021,137,1403,65,6,1429,53,11,0,26,62,7,18,6,8,6,20,15,7,8,3,14,22,50,4,19,5,10,8,26,13,22,3,9,13,0
2024,139,1345,106,1,1429,67,8,0,38,68,11,23,19,23,10,35,29,9,5,5,10,23,64,9,27,12,16,5,17,9,8,5,4,20,0
2005,136,1112,66,3,1429,53,14,0,23,49,6,14,14,18,9,24,9,11,3,6,12,20,55,7,19,6,10,12,20,15,12,6,3,16,0
2011,136,1243,73,5,1429,68,12,0,22,54,5,17,24,28,12,21,14,11,2,1,17,23,50,6,18,16,21,8,21,10,12,2,2,25,0
