Season,DayNum,WTeamID,WScore,WTeamSeed,LTeamID,LScore,LTeamSeed,NumOT,WFGM,WFGA,WFGM3,WFGA3,WFTM,WFTA,WOR,WDR,WAst,WTO,WStl,WBlk,WPF,LFGM,LFGA,LFGM3,LFGA3,LFTM,LFTA,LOR,LDR,LAst,LTO,LStl,LBlk,LPF,Score
2021,140,1332,95,7,1234,80,2,0,38,68,11,25,8,11,7,23,25,10,7,6,13,31,68,8,25,10,14,9,20,22,11,7,4,13,0
2016,137,1234,72,7,1396,70,10,1,24,69,7,28,17,22,13,25,13,3,6,3,15,30,66,4,18,6,9,13,36,12,12,2,3,21,1
2019,137,1234,79,10,1153,72,7,0,29,53,11,22,10,16,7,26,15,14,1,1,15,28,65,6,27,10,14,12,20,9,7,4,2,18,1
2015,139,1211,87,2,1234,68,7,0,32,52,10,16,13,21,7,27,20,11,4,2,11,28,60,5,15,7,10,7,15,10,11,4,3,17,0
2016,139,1437,87,2,1234,68,7,0,32,54,10,19,13,17,6,26,23,13,9,4,16,27,60,7,24,7,13,10,19,14,13,6,3,19,0
2014,135,1397,78,11,1234,65,11,1,24,54,5,21,25,30,10,27,13,8,2,1,14,24,58,4,16,13,15,7,23,14,6,2,2,28,0
2022,136,1350,67,12,1234,63,5,0,24,57,5,17,14,16,6,25,14,11,4,3,14,24,66,6,29,9,12,10,25,14,9,5,3,18,0
2015,137,1234,83,7,1172,52,10,0,35,69,6,16,7,10,14,32,12,5,3,5,11,21,63,6,28,4,10,10,20,13,6,1,4,15,1
2006,137,1322,64,14,1234,63,3,0,23,60,9,23,9,14,14,17,17,11,9,4,21,18,41,6,18,21,26,9,27,10,19,4,5,17,0
2023,136,1120,83,9,1234,75,8,0,29,63,8,22,17,22,7,28,14,7,6,5,18,28,68,7,27,12,17,12,25,11,8,4,2,18,0
2021,138,1234,86,2,1213,74,15,0,29,54,10,22,18,24,9,23,17,6,4,6,15,30,70,7,26,7,11,14,15,19,6,4,4,20,1
2005,136,1153,76,7,1234,64,10,0,27,57,9,18,13,22,9,27,18,8,5,8,19,20,59,5,17,19,25,16,27,5,11,6,1,20,0
2019,139,1397,83,2,1234,77,10,1,28,60,8,20,19,23,13,28,12,17,6,5,23,23,59,7,21,24,32,13,21,8,12,6,3,21,0
