Season,DayNum,WTeamID,WScore,WTeamSeed,LTeamID,LScore,LTeamSeed,NumOT,WFGM,WFGA,WFGM3,WFGA3,WFTM,WFTA,WOR,WDR,WAst,WTO,WStl,WBlk,WPF,LFGM,LFGA,LFGM3,LFGA3,LFTM,LFTA,LOR,LDR,LAst,LTO,LStl,LBlk,LPF,Score
2009,146,1277,64,2,1257,52,1,0,24,52,8,16,8,11,13,24,19,12,7,1,22,18,47,6,16,10,18,11,18,12,12,7,5,15,0
2014,144,1246,74,8,1257,69,4,0,24,55,4,14,22,27,15,22,8,12,5,2,19,26,53,4,15,13,23,11,18,11,10,6,3,24,0
2008,145,1314,83,1,1257,73,3,0,31,58,3,11,18,21,15,18,16,14,9,0,17,29,55,6,19,9,16,13,14,15,19,7,5,19,0
2013,146,1257,85,1,1181,63,2,0,29,55,2,13,25,36,11,26,8,8,10,9,23,19,52,4,16,21,28,11,20,11,12,4,2,23,1
2005,137,1257,68,4,1418,62,13,0,22,57,6,22,18,27,16,20,12,11,5,2,19,24,53,4,12,10,18,13,24,14,18,7,0,21,1
2005,152,1228,72,1,1257,57,4,0,27,56,12,30,6,8,10,28,21,7,4,0,12,21,54,6,20,9,12,7,19,10,5,5,4,13,0
2014,138,1257,66,4,1387,51,5,0,22,49,6,17,16,24,10,27,14,19,9,5,18,21,53,0,15,9,16,9,21,10,18,9,0,19,1
2015,144,1257,75,4,1301,65,8,0,27,54,3,12,18,27,7,27,15,5,5,4,13,23,60,9,20,10,14,11,25,10,7,3,3,19,1
2005,139,1257,76,4,1210,54,5,0,22,42,10,21,22,28,9,28,10,11,1,7,15,20,53,6,16,8,10,7,15,11,7,7,0,21,1
2007,136,1257,78,6,1390,58,11,0,25,51,7,17,21,28,8,18,12,13,11,1,25,21,51,3,12,13,27,17,20,10,21,2,1,22,1
2009,137,1257,74,1,1287,54,16,0,29,50,10,24,6,11,8,21,19,19,9,4,16,20,52,4,11,10,14,13,14,12,20,4,1,10,1
2004,137,1462,80,7,1257,70,10,0,23,46,9,18,25,29,12,27,15,15,6,1,12,25,63,10,32,10,13,13,13,18,10,7,1,23,0
2003,137,1257,86,4,1122,64,13,0,35,70,8,24,8,13,15,29,18,12,12,4,22,24,54,2,21,14,22,8,21,11,18,5,3,18,1
2015,137,1257,57,4,1414,55,13,0,23,55,5,15,6,6,9,16,9,9,4,2,11,24,52,5,14,2,2,9,20,10,14,5,2,10,1
2011,136,1287,62,13,1257,61,4,0,21,57,9,19,11,18,17,24,11,18,12,1,13,22,48,10,25,7,16,6,23,14,16,14,7,18,0
2007,138,1401,72,3,1257,69,6,0,19,41,5,8,29,39,6,19,9,11,6,1,23,20,45,5,18,24,31,8,22,5,14,3,7,28,0
2013,136,1257,79,1,1299,48,16,0,31,54,4,16,13,22,12,19,14,16,20,2,13,17,41,6,16,8,10,5,15,7,27,8,0,18,1
2012,136,1257,69,4,1172,62,13,0,21,52,1,5,26,36,13,27,8,10,5,4,19,21,60,4,19,16,23,13,23,12,10,4,6,23,1
2003,139,1139,79,12,1257,71,4,0,27,52,14,22,11,19,10,18,21,12,6,2,11,28,54,11,25,4,4,8,19,13,14,8,2,21,0
