Season,DayNum,WTeamID,WScore,WTeamSeed,LTeamID,LScore,LTeamSeed,NumOT,WFGM,WFGA,WFGM3,WFGA3,WFTM,WFTA,WOR,WDR,WAst,WTO,WStl,WBlk,WPF,LFGM,LFGA,LFGM3,LFGA3,LFTM,LFTA,LOR,LDR,LAst,LTO,LStl,LBlk,LPF,Score
2009,137,1173,68,11,1452,60,6,0,25,54,4,10,14,23,13,19,14,9,5,2,22,18,49,5,20,19,25,15,22,10,11,2,4,21,1
2003,136,1409,84,13,1173,71,4,0,33,57,8,12,10,13,8,26,18,12,6,1,11,28,66,9,28,6,9,12,16,11,11,3,3,19,0
2017,137,1455,64,10,1173,58,7,0,19,48,6,20,20,27,13,35,11,16,0,8,19,18,58,7,22,15,20,10,19,11,6,6,3,23,0
2014,143,1173,82,11,1390,72,10,0,28,58,8,23,18,26,10,25,19,10,8,1,25,22,58,5,21,23,33,15,20,10,12,7,5,24,1
2015,135,1173,56,11,1129,55,11,0,20,42,7,21,9,14,3,22,13,11,4,1,14,22,55,6,20,5,10,12,21,10,9,5,1,18,1
2015,137,1173,66,11,1344,53,6,0,18,42,8,23,22,30,3,29,9,12,8,4,14,20,59,10,26,3,7,13,26,9,16,4,1,21,1
2015,139,1328,72,3,1173,66,11,0,22,49,9,18,19,24,10,25,13,15,9,3,15,22,51,11,21,11,13,4,19,12,13,8,2,20,0
2004,136,1177,76,7,1173,69,10,2,24,59,5,13,23,40,11,38,13,11,4,3,19,27,79,3,20,12,23,18,32,11,10,5,3,29,0
2014,145,1196,62,1,1173,52,11,0,18,48,5,15,21,28,12,25,10,7,5,5,10,19,48,8,18,6,8,5,21,11,9,5,5,19,0
2014,136,1173,60,11,1326,59,6,0,22,49,3,13,13,17,4,24,12,13,10,0,14,24,50,3,12,8,12,3,25,12,14,10,4,16,1
2016,137,1393,70,10,1173,51,7,0,21,53,8,22,20,23,16,32,10,15,7,2,17,18,56,6,22,9,19,10,18,11,9,7,3,16,0
2009,139,1242,60,3,1173,43,11,0,23,53,3,16,11,22,11,39,9,17,5,12,11,16,72,4,19,7,8,17,26,7,11,13,6,23,0
2024,136,1173,63,7,1305,60,10,0,21,46,8,19,13,15,3,25,16,12,7,2,14,25,58,7,22,3,6,7,20,13,12,8,2,14,1
2014,138,1173,55,11,1393,53,3,0,19,46,7,16,10,18,11,24,12,14,7,4,16,21,54,0,10,11,14,11,20,4,9,6,7,16,1
2024,138,1112,78,2,1173,68,7,0,28,53,8,18,14,20,5,26,17,14,9,6,18,24,59,7,24,13,15,4,19,9,14,8,3,17,0
