Season,DayNum,WTeamID,WScore,WTeamSeed,LTeamID,LScore,LTeamSeed,NumOT,WFGM,WFGA,WFGM3,WFGA3,WFTM,WFTA,WOR,WDR,WAst,WTO,WStl,WBlk,WPF,LFGM,LFGA,LFGM3,LFGA3,LFTM,LFTA,LOR,LDR,LAst,LTO,LStl,LBlk,LPF,Score
2005,138,1228,71,1,1305,59,9,0,26,49,2,12,17,20,6,26,18,16,9,3,18,20,54,3,9,16,25,12,20,10,14,10,1,17,0
2018,137,1305,87,7,1400,83,10,1,32,63,11,29,12,20,5,29,18,7,2,6,17,31,67,11,24,10,18,12,30,12,9,4,4,16,1
2018,143,1260,69,11,1305,68,7,0,29,52,5,13,6,8,6,26,15,16,6,1,13,24,58,7,27,13,14,7,17,8,10,10,5,13,0
2007,137,1305,77,7,1166,71,10,1,28,62,7,20,14,17,15,33,16,19,2,9,16,30,71,3,19,8,12,11,20,12,6,10,1,17,1
2024,136,1173,63,7,1305,60,10,0,21,46,8,19,13,15,3,25,16,12,7,2,14,25,58,7,22,3,6,7,20,13,12,8,2,14,0
2005,136,1305,61,9,1400,57,8,0,23,62,3,14,12,18,16,33,11,8,4,7,14,24,68,5,10,4,6,13,27,2,5,5,6,16,1
2023,135,1113,98,11,1305,73,11,0,35,55,11,21,17,24,4,22,21,5,5,4,17,25,52,11,21,12,14,5,18,19,11,3,0,18,0
2018,139,1305,75,7,1153,73,2,0,30,61,6,18,9,16,8,25,13,2,5,0,15,27,66,5,17,14,17,15,29,13,7,1,3,16,1
2004,138,1305,91,10,1211,72,2,0,30,64,8,17,23,29,14,29,18,8,4,4,18,28,75,3,22,13,18,19,20,9,10,4,1,23,1
2019,136,1196,70,10,1305,61,7,0,24,53,5,18,17,22,10,21,10,11,8,5,19,19,55,5,24,18,25,19,21,4,14,7,5,21,0
2004,136,1305,72,10,1277,66,7,0,20,46,7,22,25,29,5,23,10,17,6,2,16,23,55,5,16,15,18,6,20,14,14,9,0,25,1
2006,136,1285,87,12,1305,79,5,0,29,56,6,12,23,27,10,22,18,8,2,2,12,33,70,5,18,8,10,17,19,15,9,5,7,23,0
2017,136,1235,84,5,1305,73,12,0,30,54,8,19,16,18,7,31,17,13,4,3,15,26,65,8,26,13,16,10,18,13,7,8,4,14,0
2004,144,1210,72,3,1305,67,10,0,27,63,6,18,12,22,13,36,10,16,9,5,22,22,69,5,20,18,24,16,29,5,11,4,3,22,0
2007,139,1272,78,2,1305,62,7,0,23,59,6,17,26,34,16,24,10,10,7,5,16,21,57,5,21,15,17,10,20,16,14,5,5,22,0
