Season,DayNum,WTeamID,WScore,WTeamSeed,LTeamID,LScore,LTeamSeed,NumOT,WFGM,WFGA,WFGM3,WFGA3,WFTM,WFTA,WOR,WDR,WAst,WTO,WStl,WBlk,WPF,LFGM,LFGA,LFGM3,LFGA3,LFTM,LFTA,LOR,LDR,LAst,LTO,LStl,LBlk,LPF,Score
2015,143,1458,79,1,1314,72,4,0,26,56,7,21,20,23,12,23,13,5,3,0,18,26,56,8,13,12,18,9,19,12,4,3,1,20,0
2022,154,1242,72,1,1314,69,8,0,29,66,6,17,8,14,7,27,11,9,6,5,16,23,73,5,23,18,22,20,29,9,13,2,6,13,0
2011,139,1314,86,2,1449,83,7,0,31,66,6,12,18,23,12,25,18,9,7,5,9,33,72,10,19,7,7,14,26,17,13,6,2,20,1
2007,138,1314,81,1,1277,67,9,0,25,52,6,16,25,34,14,26,12,10,6,3,17,22,59,8,20,15,17,11,18,15,10,5,0,27,1
2019,139,1314,81,1,1449,59,9,0,32,63,9,21,8,10,15,33,18,15,5,1,13,23,60,9,29,4,10,8,16,8,12,7,6,10,1
2011,144,1314,81,2,1266,63,11,0,31,74,5,16,14,21,22,26,15,7,11,8,16,23,63,2,16,15,20,18,24,8,18,4,8,17,1
2018,139,1401,86,7,1314,65,2,0,31,60,10,24,14,21,7,43,17,14,5,8,13,26,78,6,31,7,7,9,27,17,6,7,0,20,0
2022,136,1314,95,8,1266,63,9,0,34,74,13,35,14,17,12,34,29,10,4,4,11,26,73,8,31,3,8,10,23,15,9,5,7,15,1
2017,146,1314,75,1,1246,73,2,0,27,58,3,15,18,26,13,31,17,16,7,9,18,27,65,7,19,12,19,11,23,16,9,7,2,19,1
2009,146,1314,72,1,1328,60,2,0,26,51,5,14,15,16,6,21,13,12,9,2,19,24,54,2,19,10,16,12,19,9,16,6,0,20,1
2017,139,1314,72,1,1116,65,8,0,24,63,5,17,19,25,18,27,15,17,13,4,10,26,60,8,21,5,8,8,24,9,19,10,4,20,1
