Season,DayNum,WTeamID,WScore,WTeamSeed,LTeamID,LScore,LTeamSeed,NumOT,WFGM,WFGA,WFGM3,WFGA3,WFTM,WFTA,WOR,WDR,WAst,WTO,WStl,WBlk,WPF,LFGM,LFGA,LFGM3,LFGA3,LFTM,LFTA,LOR,LDR,LAst,LTO,LStl,LBlk,LPF,Score
2012,138,1326,73,2,1211,66,7,0,25,53,9,24,14,18,9,22,13,11,6,4,17,22,56,8,23,14,19,13,21,14,9,3,1,19,1
2012,136,1326,78,2,1259,59,15,0,26,58,5,14,21,26,16,33,11,18,6,8,19,19,54,4,14,17,22,5,19,9,12,6,8,24,1
2007,143,1326,85,1,1397,84,5,0,27,51,8,22,23,35,8,25,13,8,3,5,17,30,62,16,31,8,17,10,24,14,7,4,1,24,1
2011,139,1326,98,1,1206,66,8,0,36,59,16,26,10,18,11,22,23,9,8,1,11,26,60,8,18,6,7,13,16,13,17,5,3,17,1
2010,139,1326,75,2,1210,66,10,0,25,51,8,21,17,23,7,22,17,18,8,3,17,24,58,4,20,14,19,12,21,14,21,12,0,24,1
2022,139,1437,71,2,1326,61,7,0,23,52,8,23,17,20,9,17,9,9,7,1,14,24,57,7,22,6,11,13,20,11,12,4,3,18,0
2014,136,1173,60,11,1326,59,6,0,22,49,3,13,13,17,4,24,12,13,10,0,14,24,50,3,12,8,12,3,25,12,14,10,4,16,0
2006,137,1326,70,2,1172,62,15,0,26,65,5,22,13,23,15,28,10,4,2,4,13,26,68,5,22,5,7,14,30,13,9,1,3,20,1
2018,138,1211,90,4,1326,84,5,0,31,58,9,22,19,31,13,26,15,13,5,4,22,30,66,11,26,13,16,8,17,12,12,6,2,24,0
2006,139,1207,70,7,1326,52,2,0,27,58,6,14,10,12,12,25,18,8,6,5,10,19,47,5,16,9,9,3,21,10,11,4,4,14,0
2007,145,1326,92,1,1272,76,2,0,26,51,5,17,35,41,9,25,9,8,8,2,15,26,65,10,22,14,20,15,20,10,11,5,3,29,1
2019,139,1222,74,3,1326,59,11,0,26,56,5,19,17,25,9,28,10,6,12,2,20,19,49,10,29,11,16,6,25,12,14,4,0,20,0
2011,144,1246,62,4,1326,60,1,0,22,48,6,17,12,14,7,25,11,11,3,11,18,19,58,6,16,16,22,16,20,7,7,6,1,14,0
2010,137,1326,68,2,1364,51,15,0,21,52,10,22,16,18,8,30,14,9,5,12,12,20,62,6,19,5,7,12,23,11,9,6,2,16,1
2013,137,1326,95,2,1233,70,15,0,34,71,7,15,20,25,13,31,25,10,8,7,17,23,65,6,28,18,21,14,26,13,19,4,2,18,1
2012,152,1242,64,2,1326,62,2,0,25,56,3,11,11,14,12,30,14,17,5,8,15,20,59,8,22,14,15,10,20,11,12,7,7,17,0
2007,138,1326,78,1,1462,71,9,1,26,63,9,21,17,20,12,33,10,14,5,6,19,26,61,8,23,11,16,5,23,13,9,4,2,21,1
2013,139,1326,78,2,1235,75,10,0,25,49,9,18,19,26,3,19,12,9,7,2,20,23,52,12,25,17,23,12,24,14,16,4,0,20,1
2012,143,1326,81,2,1153,66,6,0,27,56,8,17,19,27,12,23,14,11,13,1,11,26,56,9,23,5,8,8,21,8,18,5,5,21,1
2010,144,1397,76,6,1326,73,2,0,30,64,4,15,12,15,20,21,15,16,6,3,20,25,58,9,23,14,19,13,16,14,11,6,3,16,0
2022,137,1326,54,7,1260,41,10,0,18,43,1,15,17,21,6,32,6,17,7,5,16,15,56,8,28,3,10,8,18,12,13,9,2,19,1
2015,136,1326,75,10,1433,72,7,1,28,57,6,15,13,22,8,24,16,11,5,7,17,24,63,10,26,14,19,13,24,14,11,4,2,17,1
2007,152,1326,67,1,1207,60,2,0,25,57,4,14,13,19,16,21,13,8,8,3,10,25,51,7,21,3,8,9,21,17,14,3,3,15,1
2021,137,1331,75,15,1326,72,2,1,25,70,11,35,14,18,8,22,13,6,10,1,16,29,67,5,23,9,18,10,34,15,16,2,5,17,0
2018,136,1326,81,5,1355,73,12,0,27,72,12,40,15,19,15,32,15,9,10,2,15,24,63,13,31,12,14,8,31,8,13,3,2,15,1
2013,143,1326,73,2,1112,70,6,0,22,52,7,13,22,26,11,21,9,8,4,3,18,23,52,6,18,18,20,9,21,7,11,6,2,20,1
2012,145,1326,77,2,1393,70,1,0,21,51,4,13,31,42,14,25,10,12,4,3,20,22,53,6,16,20,25,8,18,9,12,6,7,29,1
2019,137,1326,62,11,1235,59,6,0,23,58,5,20,11,14,12,26,12,11,7,2,12,23,53,6,22,7,10,6,25,9,12,9,2,15,1
2015,138,1112,73,2,1326,58,10,0,23,63,7,19,20,24,18,25,14,8,9,4,13,20,52,5,17,13,15,7,19,9,12,4,3,17,0
2009,137,1373,74,9,1326,72,8,2,24,72,6,24,20,28,23,30,13,22,9,3,18,24,60,7,25,17,23,9,28,15,20,5,7,21,0
2007,154,1196,84,1,1326,75,1,0,26,53,10,18,22,25,10,28,11,15,5,3,19,30,64,4,23,11,17,10,18,10,7,11,4,20,0
2011,137,1326,75,1,1427,46,16,0,29,52,12,24,5,8,11,24,26,13,5,3,9,18,53,4,17,6,7,11,15,6,13,7,0,13,1
2007,136,1326,78,1,1148,57,16,0,28,54,11,20,11,18,9,26,14,10,5,2,5,19,53,10,26,9,10,6,21,8,12,4,3,12,1
2013,145,1455,70,9,1326,66,2,0,22,59,8,20,18,23,13,27,9,12,8,9,23,19,61,5,25,23,29,11,26,7,9,5,8,22,0
