Season,DayNum,WTeamID,WScore,WTeamSeed,LTeamID,LScore,LTeamSeed,NumOT,WFGM,WFGA,WFGM3,WFGA3,WFTM,WFTA,WOR,WDR,WAst,WTO,WStl,WBlk,WPF,LFGM,LFGA,LFGM3,LFGA3,LFTM,LFTA,LOR,LDR,LAst,LTO,LStl,LBlk,LPF,Score
2007,137,1345,72,9,1112,63,8,0,24,63,5,17,19,29,19,20,10,8,12,1,18,21,51,4,15,17,18,9,23,16,17,6,6,23,1
2003,137,1345,80,9,1261,56,8,0,27,52,9,16,17,19,8,25,7,19,9,1,18,20,60,6,26,10,17,17,18,7,16,7,3,13,1
2010,144,1181,70,1,1345,57,4,0,22,55,6,15,20,24,16,32,11,14,4,2,20,20,54,4,15,13,21,7,20,12,7,7,6,21,0
2018,144,1403,78,3,1345,65,2,0,28,59,5,17,17,18,11,23,15,11,5,5,12,26,58,7,18,6,6,9,21,8,17,5,2,19,0
2010,137,1345,72,4,1373,64,13,0,27,59,5,17,13,19,6,32,21,14,8,7,14,23,70,3,12,15,18,15,30,9,14,7,1,16,1
2022,139,1345,81,3,1400,71,6,0,21,43,6,17,33,46,8,31,10,12,3,4,16,27,68,10,28,7,12,11,16,16,7,5,3,29,1
2024,137,1345,78,1,1212,50,16,0,28,59,9,24,13,22,17,29,23,10,4,5,6,20,55,3,12,7,10,3,17,11,5,8,6,19,1
2022,137,1345,78,3,1463,56,14,0,22,51,7,22,27,33,11,29,15,11,10,3,13,23,63,4,17,6,11,7,21,14,12,6,3,21,1
2019,145,1438,80,1,1345,75,3,1,27,65,9,27,17,20,17,22,14,5,6,4,14,27,55,14,32,7,10,8,23,9,9,1,5,17,0
2009,136,1345,61,5,1320,56,12,0,21,52,3,15,16,22,10,22,11,10,8,3,13,20,54,7,22,9,11,9,21,13,14,6,3,20,1
2024,152,1345,63,1,1301,50,11,0,22,55,10,25,9,10,10,28,13,14,5,2,8,21,57,5,19,3,4,6,22,10,11,8,3,13,1
2019,143,1345,99,3,1397,94,2,1,34,63,15,31,16,33,11,32,16,8,4,5,23,34,68,12,24,14,28,11,27,16,7,5,5,26,1
2017,143,1242,98,1,1345,66,4,0,34,62,15,28,15,22,12,24,18,10,9,2,15,24,56,10,27,8,12,9,20,17,16,6,0,18,0
2015,136,1153,66,8,1345,65,9,1,25,61,4,10,12,21,11,27,9,9,8,5,16,26,72,4,26,9,15,21,30,13,12,5,1,18,0
2012,137,1345,72,10,1388,69,7,0,26,57,5,16,15,18,7,25,7,10,7,2,17,27,64,4,25,11,13,12,27,11,11,3,3,18,1
2011,139,1433,94,11,1345,76,3,0,37,65,8,21,12,14,9,26,26,4,4,2,13,30,67,8,25,8,11,13,20,20,7,3,6,15,0
2016,136,1114,85,12,1345,83,5,2,30,77,9,27,16,28,15,30,9,9,13,0,22,26,62,9,28,22,28,10,42,17,18,2,7,23,0
2019,136,1345,61,3,1330,48,14,0,20,53,9,30,12,18,9,36,12,11,4,2,12,18,67,6,25,6,6,13,28,4,9,7,5,20,1
2021,137,1317,78,13,1345,69,4,1,28,59,9,21,13,15,6,22,14,5,4,3,18,25,69,9,30,10,14,18,19,13,11,2,6,18,0
