Season,DayNum,WTeamID,WScore,WTeamSeed,LTeamID,LScore,LTeamSeed,NumOT,WFGM,WFGA,WFGM3,WFGA3,WFTM,WFTA,WOR,WDR,WAst,WTO,WStl,WBlk,WPF,LFGM,LFGA,LFGM3,LFGA3,LFTM,LFTA,LOR,LDR,LAst,LTO,LStl,LBlk,LPF,Score
2019,136,1261,79,3,1463,74,14,0,28,61,4,17,19,28,12,34,12,11,7,6,11,27,72,8,37,12,15,12,26,8,9,5,5,16,1
2006,138,1261,58,4,1401,57,12,0,19,54,2,12,18,23,12,23,5,13,4,6,12,22,53,6,13,7,12,10,26,9,17,7,3,22,1
2005,136,1412,82,11,1261,68,6,0,27,59,7,16,21,36,11,24,15,15,8,2,23,23,64,6,31,16,22,16,26,10,21,6,5,26,0
2009,138,1314,84,1,1261,70,8,0,32,59,6,13,14,18,11,21,13,10,11,5,9,29,64,9,22,3,6,16,17,12,15,5,4,16,0
2006,145,1261,70,4,1400,60,2,1,28,66,3,18,11,16,9,33,18,10,8,7,13,21,69,10,29,8,11,14,31,14,12,7,7,16,1
2009,136,1261,75,8,1139,71,9,0,27,55,6,14,15,21,9,21,14,11,11,8,20,22,52,8,23,19,26,13,21,12,15,3,1,20,1
2019,138,1261,69,3,1268,67,6,0,24,65,7,24,14,16,10,24,12,10,6,4,16,21,63,9,28,16,23,14,28,12,12,6,7,13,1
2021,138,1261,76,8,1382,61,9,0,25,62,8,25,18,22,13,32,11,7,2,5,18,21,63,3,20,16,20,9,20,10,3,3,5,17,1
2006,152,1417,59,2,1261,45,4,0,21,51,5,18,12,17,15,27,10,17,10,5,24,16,50,0,6,13,28,14,19,4,15,9,7,18,0
2019,144,1277,80,2,1261,63,3,0,31,66,13,32,5,8,15,26,22,7,4,6,10,24,61,6,21,9,14,14,20,8,9,4,0,10,0
2021,140,1276,86,1,1261,78,8,0,28,52,10,25,20,25,5,29,22,11,1,4,17,27,69,6,21,18,23,7,18,8,3,5,5,20,0
2006,136,1261,80,4,1233,64,13,0,27,51,5,10,21,27,9,30,16,18,8,11,17,23,61,3,18,15,25,13,16,6,15,10,3,19,1
2003,137,1345,80,9,1261,56,8,0,27,52,9,16,17,19,8,25,7,19,9,1,18,20,60,6,26,10,17,17,18,7,16,7,3,13,0
2015,136,1301,66,8,1261,65,9,0,28,66,5,24,5,7,11,28,11,11,2,2,15,24,60,5,15,12,22,13,28,14,8,5,6,10,0
2022,137,1235,59,11,1261,54,6,0,20,56,12,37,7,10,7,20,14,10,15,4,19,17,46,4,19,16,23,8,22,11,19,7,1,13,0
2006,143,1261,62,4,1181,54,1,0,24,61,2,7,12,23,16,29,14,15,7,9,16,18,65,5,26,13,16,17,27,12,16,9,5,18,1
