Season,DayNum,WTeamID,WScore,WTeamSeed,LTeamID,LScore,LTeamSeed,NumOT,WFGM,WFGA,WFGM3,WFGA3,WFTM,WFTA,WOR,WDR,WAst,WTO,WStl,WBlk,WPF,LFGM,LFGA,LFGM3,LFGA3,LFTM,LFTA,LOR,LDR,LAst,LTO,LStl,LBlk,LPF,Score
2024,139,1266,81,2,1160,77,10,0,34,55,9,21,4,8,2,21,18,12,10,4,10,31,66,10,30,5,7,10,17,21,12,8,3,11,1
2012,136,1266,88,3,1140,68,14,0,30,66,9,20,19,26,16,32,19,16,7,3,20,23,61,7,19,15,22,9,25,16,17,8,6,22,1
2013,138,1266,74,3,1139,72,6,0,23,54,5,12,23,27,14,21,9,15,9,4,17,24,56,11,24,13,19,12,21,13,15,7,8,20,1
2007,136,1277,61,9,1266,49,8,0,22,41,4,10,13,15,4,24,17,15,6,3,18,15,47,10,29,9,15,12,17,7,15,6,4,19,0
2022,136,1314,95,8,1266,63,9,0,34,74,13,35,14,17,12,34,29,10,4,4,11,26,73,8,31,3,8,10,23,15,9,5,7,15,0
2013,143,1266,71,3,1274,61,2,0,27,50,3,6,14,19,10,26,14,11,3,3,11,22,63,8,26,9,12,15,16,12,8,3,3,15,1
2013,136,1266,59,3,1172,58,14,0,20,58,4,15,15,19,17,24,5,9,5,4,20,19,46,6,17,14,22,7,22,12,11,2,4,17,1
2003,136,1266,72,3,1221,68,14,0,22,51,9,16,19,23,11,20,14,10,4,3,23,24,54,5,15,15,25,14,20,14,9,4,1,20,1
2011,144,1314,81,2,1266,63,11,0,31,74,5,16,14,21,22,26,15,7,11,8,16,23,63,2,16,15,20,18,24,8,18,4,8,17,0
2003,138,1266,101,3,1281,92,6,1,35,62,12,18,19,20,8,25,18,12,6,0,20,31,72,15,36,15,19,18,20,19,12,4,4,17,1
2019,136,1293,83,12,1266,64,5,0,30,56,9,18,14,24,8,34,23,12,6,5,14,24,74,8,31,8,12,19,25,6,12,9,5,20,0
2011,139,1266,66,11,1393,62,3,0,21,51,5,11,19,23,12,18,15,14,11,1,13,26,47,5,15,5,7,4,20,11,18,7,2,21,1
2008,136,1266,74,6,1246,66,11,0,23,52,5,13,23,29,15,19,10,7,5,3,18,23,48,8,20,12,17,9,17,13,12,4,5,22,1
2011,137,1266,66,11,1462,55,6,0,24,45,5,12,13,19,5,21,13,15,6,2,18,21,51,2,13,11,15,11,19,11,15,3,2,19,1
2024,137,1266,87,2,1443,69,15,0,33,69,13,36,8,15,10,25,23,10,9,11,9,28,69,8,24,5,6,12,30,17,18,5,4,15,1
2003,143,1266,77,3,1338,74,2,0,28,54,6,12,15,22,10,18,16,10,7,3,18,29,55,4,14,12,15,10,20,18,12,6,4,19,1
2012,138,1266,62,3,1293,53,6,0,21,55,4,15,16,21,5,31,11,12,7,4,11,20,64,4,21,9,10,13,30,7,16,6,4,18,1
2023,139,1277,69,7,1266,60,2,0,24,54,2,16,19,23,10,26,8,10,9,3,19,20,52,11,27,9,14,7,22,11,16,3,0,18,0
2017,137,1376,93,7,1266,73,10,0,36,68,8,24,13,19,13,23,17,9,11,2,13,25,54,11,28,12,14,6,22,12,18,3,3,20,0
2012,143,1196,68,7,1266,58,3,0,24,59,7,27,13,15,10,32,15,11,5,9,15,20,65,6,21,12,18,15,26,11,9,8,3,17,0
2006,136,1104,90,10,1266,85,7,0,28,55,12,23,22,31,16,16,15,14,4,3,17,32,61,7,22,14,19,13,15,13,12,9,4,22,0
2013,145,1393,55,4,1266,39,3,0,19,50,5,17,12,19,11,26,8,6,9,8,11,12,53,3,25,12,16,19,25,10,13,5,6,16,0
2008,138,1390,82,3,1266,81,6,1,28,60,7,14,19,28,11,27,23,8,4,4,14,31,73,10,30,9,12,17,28,15,9,3,3,24,0
2009,139,1281,83,3,1266,79,6,0,31,64,7,22,14,20,10,20,14,7,6,4,23,23,60,5,14,28,33,16,25,8,12,4,0,17,0
2023,137,1266,78,2,1436,61,15,0,29,56,10,20,10,15,5,24,15,5,7,1,11,23,53,8,25,7,10,4,20,15,10,3,1,14,1
2003,145,1266,83,3,1246,69,1,0,31,55,10,19,11,15,10,26,21,15,6,6,22,25,64,4,16,15,24,20,16,14,11,10,2,19,1
2009,137,1266,58,6,1429,57,11,0,17,47,5,19,19,23,10,22,7,9,4,2,14,22,53,7,23,6,8,7,19,11,9,2,3,21,1
2003,152,1242,94,2,1266,61,3,0,38,71,8,19,10,17,19,33,22,12,8,5,15,23,74,3,16,12,18,21,18,7,11,7,3,17,0
2010,136,1449,80,11,1266,78,6,0,30,55,9,14,11,16,7,21,21,12,4,6,15,27,51,12,19,12,15,5,17,16,13,8,1,17,0
