Season,DayNum,WTeamID,WScore,WTeamSeed,LTeamID,LScore,LTeamSeed,NumOT,WFGM,WFGA,WFGM3,WFGA3,WFTM,WFTA,WOR,WDR,WAst,WTO,WStl,WBlk,WPF,LFGM,LFGA,LFGM3,LFGA3,LFTM,LFTA,LOR,LDR,LAst,LTO,LStl,LBlk,LPF,Score
2010,146,1181,78,1,1124,71,3,0,22,61,11,23,23,29,23,20,15,11,7,0,15,27,59,5,18,12,19,17,20,14,11,8,8,21,0
2024,137,1124,92,3,1159,67,14,0,33,57,16,30,10,14,10,22,17,12,6,2,15,26,57,5,18,10,14,8,14,11,8,10,3,12,1
2010,136,1124,68,3,1358,59,14,0,26,59,5,20,11,17,8,39,18,14,8,2,18,23,68,6,31,7,13,8,29,20,11,7,1,20,1
2017,144,1376,70,7,1124,50,3,0,23,50,8,20,16,23,11,29,12,16,7,6,20,17,56,3,13,13,20,15,22,11,16,6,3,20,0
2012,144,1124,75,3,1462,70,10,0,29,57,5,15,12,14,10,25,21,13,7,3,17,24,56,3,15,19,24,11,18,10,10,7,4,15,1
2022,136,1124,85,1,1313,49,16,0,31,54,11,27,12,21,11,22,24,10,6,3,14,18,57,5,22,8,10,13,11,7,12,6,1,17,1
2022,138,1314,93,8,1124,86,1,1,28,57,11,25,26,37,7,34,22,18,7,5,26,28,81,9,37,21,27,15,21,11,11,10,5,27,0
2008,136,1345,90,6,1124,79,11,0,33,67,9,20,15,18,16,27,14,13,6,6,18,28,69,8,28,15,20,16,21,11,11,9,1,15,0
2010,138,1124,76,3,1330,68,11,0,28,54,8,20,12,17,11,19,15,13,8,6,19,23,53,6,13,16,22,14,17,16,14,9,3,18,1
2012,138,1124,80,3,1160,63,11,0,28,64,11,20,13,18,17,24,15,11,9,4,12,23,51,5,15,12,18,7,21,13,13,6,3,16,1
2021,137,1124,79,1,1216,55,16,0,31,75,11,33,6,10,14,28,16,10,15,6,16,19,54,5,22,12,15,4,26,11,24,5,7,15,1
2017,137,1124,91,3,1308,73,14,0,35,61,4,8,17,19,10,29,15,12,4,7,15,28,64,8,22,9,13,9,18,15,11,6,2,18,1
2014,143,1458,69,2,1124,52,6,0,26,51,6,16,11,20,8,31,18,10,1,6,16,18,57,2,15,14,18,11,22,10,6,5,3,16,0
2021,152,1124,78,1,1222,59,2,0,29,55,11,24,9,13,11,17,23,8,6,0,18,21,55,6,19,11,16,13,12,10,10,4,5,10,1
2024,139,1155,72,6,1124,64,3,0,23,47,6,17,20,24,3,26,16,11,4,4,21,21,54,6,24,16,26,8,22,7,10,8,2,16,0
2019,136,1124,78,9,1393,69,8,0,28,52,16,34,6,9,9,22,20,12,7,4,17,21,51,12,29,15,18,11,17,12,13,5,4,14,1
2021,145,1124,62,1,1437,51,5,0,26,59,3,19,7,10,11,16,9,5,8,5,12,20,46,3,17,8,11,9,21,8,15,1,6,14,1
2010,144,1124,72,3,1388,49,10,0,28,61,8,17,8,10,15,26,14,7,8,1,9,19,54,6,22,5,8,10,19,14,10,1,4,12,1
2021,154,1124,86,1,1211,70,1,0,30,67,10,23,16,18,14,20,18,7,8,5,19,25,49,5,17,15,21,1,16,16,14,4,3,17,1
2023,139,1166,85,6,1124,76,3,0,26,55,11,24,22,22,10,23,14,13,4,2,16,29,63,5,22,13,19,8,17,5,10,5,5,21,0
2016,136,1463,79,12,1124,75,5,0,26,49,5,16,22,29,8,28,14,12,3,4,17,30,68,6,16,9,15,14,18,16,7,9,2,24,0
2021,139,1124,76,1,1458,63,9,0,25,55,8,17,18,23,5,20,15,4,6,0,15,25,55,8,21,5,7,7,22,13,13,0,5,18,1
2012,136,1124,68,3,1355,60,14,0,23,52,8,20,14,20,12,23,9,12,6,2,16,21,50,10,30,8,14,7,16,16,13,7,1,17,1
2014,137,1124,74,6,1304,60,11,0,17,42,2,13,38,48,9,28,9,12,7,2,16,23,54,4,21,10,16,5,20,7,11,9,7,31,1
2019,138,1211,83,1,1124,71,9,0,31,57,7,20,14,21,13,26,19,11,6,7,21,25,60,4,21,17,22,12,15,10,10,6,3,20,0
2014,139,1124,85,6,1166,55,3,0,30,47,11,18,14,21,5,27,19,8,2,3,11,22,55,5,24,6,9,8,14,11,8,4,0,19,1
2021,147,1124,81,1,1116,72,3,0,30,62,8,15,13,17,10,16,17,8,9,5,21,26,54,3,11,17,23,10,21,13,15,5,5,18,1
2012,146,1246,82,1,1124,70,3,0,24,45,4,9,30,44,8,24,15,13,9,9,19,25,64,4,14,16,19,16,18,15,14,5,5,32,0
2023,137,1124,74,3,1364,56,14,0,28,51,8,22,10,16,7,19,14,9,5,1,13,23,49,4,16,6,9,3,19,12,12,3,1,15,1
2017,139,1124,82,3,1425,78,11,0,31,61,7,19,13,15,14,20,16,12,8,3,16,30,55,9,22,9,10,6,17,19,13,4,3,18,1
2015,136,1209,57,14,1124,56,3,0,22,54,5,16,8,13,9,13,12,6,13,2,13,19,43,7,19,11,13,12,28,14,21,2,1,13,0
