Season,DayNum,WTeamID,WScore,WTeamSeed,LTeamID,LScore,LTeamSeed,NumOT,WFGM,WFGA,WFGM3,WFGA3,WFTM,WFTA,WOR,WDR,WAst,WTO,WStl,WBlk,WPF,LFGM,LFGA,LFGM3,LFGA3,LFTM,LFTA,LOR,LDR,LAst,LTO,LStl,LBlk,LPF,Score
2004,143,1329,63,2,1338,51,3,0,22,45,4,8,15,16,6,24,13,10,6,5,16,21,58,3,17,6,10,16,17,8,12,5,1,18,1
2010,137,1210,64,10,1329,59,7,0,19,44,2,10,24,25,10,22,11,13,8,1,15,22,44,6,22,9,13,3,14,12,11,8,1,20,0
2005,139,1329,85,2,1356,77,7,0,25,46,6,12,29,33,8,22,18,14,3,0,23,23,56,6,19,25,30,12,16,14,11,8,0,28,1
2003,139,1393,68,3,1329,56,6,0,26,57,5,12,11,18,5,33,16,17,11,9,19,22,63,3,19,9,19,11,27,16,22,8,4,19,0
2013,136,1332,68,12,1329,55,5,0,23,59,8,22,14,21,14,30,12,18,8,3,19,21,52,5,17,8,15,6,26,12,14,8,3,23,0
2021,139,1333,80,12,1329,70,4,0,21,51,6,20,32,35,8,41,7,17,2,11,24,18,62,8,26,26,38,10,17,8,7,10,2,29,0
2017,137,1276,92,7,1329,91,10,0,29,56,16,29,18,22,6,15,19,4,5,6,14,35,64,7,16,14,16,16,24,17,10,3,3,22,0
2004,137,1329,75,2,1186,56,15,0,30,55,2,6,13,16,11,26,15,15,12,5,16,21,59,3,19,11,13,12,15,19,14,8,2,15,1
2015,137,1332,79,8,1329,73,9,0,29,53,7,19,14,18,3,25,11,12,9,6,12,27,60,10,29,9,13,9,22,11,12,8,0,17,0
2004,139,1329,70,2,1272,53,7,0,28,47,5,12,9,17,14,20,18,17,8,1,16,20,50,6,17,7,14,11,11,9,12,6,3,15,1
2014,137,1211,85,8,1329,77,9,0,25,50,9,18,26,41,7,30,13,15,5,1,28,26,65,3,15,22,37,17,23,13,12,10,2,33,0
2004,145,1329,64,2,1386,62,1,0,25,53,4,17,10,15,12,30,13,13,2,6,16,22,57,8,26,10,13,6,18,15,5,8,3,14,1
2021,137,1329,69,4,1251,60,13,0,23,57,3,15,20,29,11,24,5,13,9,7,17,21,56,8,21,10,13,4,26,12,16,7,7,22,1
2005,137,1329,63,2,1368,50,15,0,18,37,4,7,23,29,8,22,13,17,11,1,13,20,45,3,10,7,10,5,14,10,17,12,2,22,1
2004,152,1210,67,3,1329,65,2,0,24,49,7,17,12,16,7,22,16,12,7,4,19,22,50,4,15,17,25,12,21,10,13,3,0,15,0
2009,139,1338,84,1,1329,76,8,0,28,57,11,28,17,26,19,22,18,14,2,5,12,26,54,12,28,12,12,5,16,18,9,8,1,21,0
2003,137,1329,77,6,1335,63,11,0,27,50,7,20,16,28,10,15,15,11,12,0,17,20,41,8,18,15,16,2,13,17,18,5,0,20,1
2005,143,1112,79,3,1329,78,2,0,31,47,7,14,10,17,8,23,17,14,3,5,17,29,66,10,23,10,13,16,11,17,8,10,0,17,0
2009,137,1329,77,8,1397,75,9,0,30,53,7,21,10,13,8,23,13,12,5,0,19,24,56,11,33,16,21,11,17,16,11,4,1,16,1
