Season,DayNum,WTeamID,WScore,WTeamSeed,LTeamID,LScore,LTeamSeed,NumOT,WFGM,WFGA,WFGM3,WFGA3,WFTM,WFTA,WOR,WDR,WAst,WTO,WStl,WBlk,WPF,LFGM,LFGA,LFGM3,LFGA3,LFTM,LFTA,LOR,LDR,LAst,LTO,LStl,LBlk,LPF,Score
2013,136,1272,54,6,1388,52,11,0,20,49,5,15,9,18,10,25,12,15,9,12,18,19,58,3,15,11,14,15,24,9,13,4,0,19,0
2019,136,1437,61,6,1388,57,11,0,24,49,8,20,5,9,5,24,11,7,3,3,7,23,55,8,22,3,6,10,23,9,8,3,3,13,0
2017,138,1112,69,2,1388,60,7,0,23,51,4,11,19,23,9,23,4,9,7,5,12,25,54,5,21,5,8,9,21,14,13,5,4,20,0
2013,134,1388,67,11,1292,54,11,0,21,46,8,14,17,25,8,25,9,7,3,0,15,22,52,4,12,6,7,6,22,14,9,4,3,20,1
2005,137,1356,65,7,1388,56,10,0,25,61,4,12,11,14,12,21,12,10,8,2,22,17,51,4,20,18,22,16,26,3,20,2,2,17,0
2017,136,1388,85,7,1433,77,10,0,25,45,6,17,29,39,7,30,13,15,5,4,20,29,65,2,13,17,26,11,18,6,9,7,4,32,1
2008,137,1274,78,7,1388,64,10,0,28,63,5,13,17,21,13,34,14,16,4,4,20,22,59,8,23,12,23,10,23,15,14,3,4,20,0
2024,137,1213,75,12,1388,66,5,0,21,49,5,18,28,36,6,24,10,11,8,9,13,26,67,7,25,7,12,11,24,16,11,7,1,21,0
2010,136,1388,80,10,1350,71,7,0,26,53,8,19,20,28,19,21,11,13,5,3,15,25,53,10,21,11,13,4,13,10,9,6,2,23,1
2010,138,1388,75,10,1437,68,2,0,24,48,7,19,20,26,6,27,6,12,2,3,12,25,69,7,19,11,11,15,17,9,7,5,2,18,1
2022,136,1388,82,5,1231,53,12,0,31,60,10,21,10,15,9,27,16,9,8,3,14,18,53,2,10,15,18,5,20,8,13,5,2,18,1
2023,139,1163,70,4,1388,55,5,0,27,50,10,22,6,7,3,27,15,13,2,5,16,19,49,4,14,13,19,3,19,9,8,6,1,13,0
2012,137,1345,72,10,1388,69,7,0,26,57,5,16,15,18,7,25,7,10,7,2,17,27,64,4,25,11,13,12,27,11,11,3,3,18,0
2010,144,1124,72,3,1388,49,10,0,28,61,8,17,8,10,15,26,14,7,8,1,9,19,54,6,22,5,8,10,19,14,10,1,4,12,0
2022,138,1417,72,4,1388,56,5,0,26,46,4,9,16,19,4,20,14,5,3,0,12,20,49,7,21,9,12,8,16,12,8,3,1,16,0
2023,137,1388,63,5,1433,51,12,0,20,49,3,17,20,27,9,24,13,8,8,6,19,18,49,5,14,10,16,7,17,7,14,7,5,20,1
