Season,DayNum,WTeamID,WScore,WTeamSeed,LTeamID,LScore,LTeamSeed,NumOT,WFGM,WFGA,WFGM3,WFGA3,WFTM,WFTA,WOR,WDR,WAst,WTO,WStl,WBlk,WPF,LFGM,LFGA,LFGM3,LFGA3,LFTM,LFTA,LOR,LDR,LAst,LTO,LStl,LBlk,LPF,Score
2005,137,1436,60,13,1393,57,4,1,22,59,7,21,9,11,13,17,14,16,10,0,12,23,55,3,12,8,9,14,23,8,24,9,3,12,1
2004,136,1163,70,2,1436,53,15,0,26,52,6,14,12,23,11,31,14,13,6,3,8,19,60,11,32,4,6,11,18,10,12,7,1,19,0
2010,137,1393,79,1,1436,56,16,0,30,55,10,22,9,11,13,27,24,16,8,8,14,23,66,5,22,5,10,16,13,13,9,8,1,11,0
2005,139,1277,72,5,1436,61,13,0,27,56,2,12,16,22,12,27,12,9,4,4,16,22,70,7,22,10,14,23,18,5,9,4,0,19,0
2024,137,1181,64,4,1436,47,13,0,19,45,6,18,20,29,7,29,11,9,9,5,13,20,52,5,20,2,6,5,18,12,11,8,3,19,0
2017,136,1345,80,4,1436,70,13,0,31,60,9,20,9,14,11,27,16,10,2,6,15,27,61,10,27,6,10,8,20,21,9,6,1,17,0
2022,136,1116,75,4,1436,71,13,0,24,56,7,21,20,25,5,30,12,5,2,3,19,26,58,9,24,10,17,5,26,13,6,1,1,21,0
2003,136,1112,80,1,1436,51,16,0,31,66,7,23,11,14,11,36,22,16,10,7,8,20,64,4,16,7,7,8,26,12,17,10,3,15,0
2019,136,1199,76,4,1436,69,13,0,21,55,3,12,31,37,12,27,6,7,9,4,18,23,53,16,32,7,13,7,26,9,16,2,3,27,0
2012,135,1436,71,16,1249,59,16,0,25,50,4,11,17,24,9,25,16,5,3,3,19,20,60,4,13,15,21,19,21,6,7,3,2,17,1
2012,137,1314,77,1,1436,58,16,0,27,65,5,18,18,24,15,22,14,11,14,6,10,25,63,3,18,5,8,16,26,8,20,6,2,19,0
2023,137,1266,78,2,1436,61,15,0,29,56,10,20,10,15,5,24,15,5,7,1,11,23,53,8,25,7,10,4,20,15,10,3,1,14,0
